Building 60 4-fault (1 ctx + 3 profile) travelplanner_real SYNTHETIC examples (bench_seed=42, scan_limit=8000)...
Built 60 examples. seeds=[0, 1, 2], model=qwen-2.5-7b, arms=['direct', 'self_refine', 'full_regen', 'react', 'selfcheckgpt', 'reflexion', 'intro_specter']
  N=4 travel_real_00139 seed=0 arm=direct: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2594,1365)
  N=4 travel_real_00412 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5911,1114)
  N=4 travel_real_00412 seed=1 arm=direct: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2558,628)
  N=4 travel_real_00412 seed=1 arm=self_refine: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5757,1403)
  N=4 travel_real_00412 seed=1 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5081,1711)
  N=4 travel_real_00412 seed=1 arm=react: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5134,1685)
  N=4 travel_real_00412 seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(18955,2288)
  N=4 travel_real_00412 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(16129,2144)
  N=4 travel_real_00412 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5911,1114)
  N=4 travel_real_00412 seed=2 arm=direct: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2558,568)
  N=4 travel_real_00412 seed=2 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5910,1509)
  N=4 travel_real_00412 seed=2 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5081,1393)
  N=4 travel_real_00412 seed=2 arm=react: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5134,2101)
  N=4 travel_real_00412 seed=2 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(18086,1483)
  N=4 travel_real_00412 seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(16936,2386)
  N=4 travel_real_00412 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(6064,1757)
  N=4 travel_real_00429 seed=0 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2630,722)
  N=4 travel_real_00429 seed=0 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6093,1645)
  N=4 travel_real_00429 seed=0 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5260,1392)
  N=4 travel_real_00429 seed=0 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5313,2216)
  N=4 travel_real_00429 seed=0 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(24316,2174)
  N=4 travel_real_00429 seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(17473,2562)
  N=4 travel_real_00429 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6247,1800)
  N=4 travel_real_00429 seed=1 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2630,722)
  N=4 travel_real_00429 seed=1 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6093,1645)
  N=4 travel_real_00429 seed=1 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5260,1539)
  N=4 travel_real_00429 seed=1 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5313,2216)
  N=4 travel_real_00429 seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(24508,2202)
  N=4 travel_real_00429 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(17473,2562)
  N=4 travel_real_00429 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6247,1800)
  N=4 travel_real_00429 seed=2 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2630,571)
  N=4 travel_real_00429 seed=2 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6039,1452)
  N=4 travel_real_00429 seed=2 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5260,1057)
  N=4 travel_real_00429 seed=2 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5313,1550)
  N=4 travel_real_00429 seed=2 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(22667,1711)
  N=4 travel_real_00429 seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(17405,2545)
  N=4 travel_real_00429 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6193,1527)
  N=4 travel_real_00470 seed=0 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2553,708)
  N=4 travel_real_00470 seed=0 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6057,1718)
  N=4 travel_real_00470 seed=0 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5106,1143)
  N=4 travel_real_00470 seed=0 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5159,1820)
  N=4 travel_real_00470 seed=0 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(21545,1823)
  N=4 travel_real_00470 seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2553,708)
  N=4 travel_real_00470 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6211,1880)
  N=4 travel_real_00470 seed=1 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2553,708)
  N=4 travel_real_00470 seed=1 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6057,1718)
  N=4 travel_real_00470 seed=1 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(5106,1267)
  N=4 travel_real_00470 seed=1 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5159,1820)
  N=4 travel_real_00470 seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(21271,1650)
  N=4 travel_real_00470 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2553,708)
  N=4 travel_real_00470 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6211,1880)
  N=4 travel_real_00470 seed=2 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2553,431)
  N=4 travel_real_00470 seed=2 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5663,1156)
  N=4 travel_real_00470 seed=2 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5106,1198)
  N=4 travel_real_00470 seed=2 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5159,1036)
  N=4 travel_real_00470 seed=2 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(20572,1570)
  N=4 travel_real_00470 seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15631,1632)
  N=4 travel_real_00470 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5817,1012)
  N=4 travel_real_00480 seed=0 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2731,748)
  N=4 travel_real_00480 seed=0 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6453,1873)
  N=4 travel_real_00480 seed=0 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5462,2041)
  N=4 travel_real_00480 seed=0 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5515,1940)
  N=4 travel_real_00480 seed=0 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(25341,2216)
  N=4 travel_real_00480 seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2731,748)
  N=4 travel_real_00480 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6607,1922)
  N=4 travel_real_00480 seed=1 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2731,748)
  N=4 travel_real_00480 seed=1 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6453,1873)
  N=4 travel_real_00480 seed=1 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5462,1022)
  N=4 travel_real_00480 seed=1 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5515,1940)
  N=4 travel_real_00480 seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(24047,2048)
  N=4 travel_real_00480 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2731,748)
  N=4 travel_real_00480 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6607,1922)
  N=4 travel_real_00480 seed=2 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2731,960)
  N=4 travel_real_00480 seed=2 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6862,2460)
  N=4 travel_real_00480 seed=2 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5462,1938)
  N=4 travel_real_00480 seed=2 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5515,2708)
  N=4 travel_real_00480 seed=2 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(25446,2463)
  N=4 travel_real_00480 seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2731,960)
  N=4 travel_real_00480 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(7016,3364)
  N=4 travel_real_00499 seed=0 arm=direct: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2410,825)
  N=4 travel_real_00499 seed=0 arm=self_refine: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5729,1829)
  N=4 travel_real_00499 seed=0 arm=full_regen: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4820,1528)
  N=4 travel_real_00499 seed=0 arm=react: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4908,1872)
  N=4 travel_real_00499 seed=0 arm=selfcheckgpt: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(17808,2097)
  N=4 travel_real_00499 seed=0 arm=reflexion: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(16415,2471)
  N=4 travel_real_00499 seed=0 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5883,1471)
  N=4 travel_real_00499 seed=1 arm=direct: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2410,825)
  N=4 travel_real_00499 seed=1 arm=self_refine: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5729,1829)
  N=4 travel_real_00499 seed=1 arm=full_regen: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4820,1578)
  N=4 travel_real_00499 seed=1 arm=react: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4908,1872)
  N=4 travel_real_00499 seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14993,1623)
  N=4 travel_real_00499 seed=1 arm=reflexion: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(16415,2471)
  N=4 travel_real_00499 seed=1 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5883,1471)
  N=4 travel_real_00499 seed=2 arm=direct: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2410,607)
  N=4 travel_real_00499 seed=2 arm=self_refine: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5661,1544)
  N=4 travel_real_00499 seed=2 arm=full_regen: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4820,1296)
  N=4 travel_real_00499 seed=2 arm=react: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4873,2473)
  N=4 travel_real_00499 seed=2 arm=selfcheckgpt: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(15018,1588)
  N=4 travel_real_00499 seed=2 arm=reflexion: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(8939,1652)
  N=4 travel_real_00499 seed=2 arm=intro_specter: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5815,1968)
  N=4 travel_real_00551 seed=0 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2526,440)
  N=4 travel_real_00551 seed=0 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5561,972)
  N=4 travel_real_00551 seed=0 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5052,1029)
  N=4 travel_real_00551 seed=0 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5105,1307)
