Building 60 4-fault (1 ctx + 3 profile) travelplanner_real SYNTHETIC examples (bench_seed=42, scan_limit=8000)...
Built 60 examples. seeds=[0, 1, 2], model=mistral-nemo-12b, arms=['direct', 'self_refine', 'full_regen', 'react', 'selfcheckgpt', 'reflexion', 'intro_specter']
  N=4 travel_real_01394 seed=1 arm=self_refine: per_fault={'ctx': True, 'bullets': False, 'concise': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(6637,2354)
  N=4 travel_real_01394 seed=1 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5506,1728)
  N=4 travel_real_01394 seed=1 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5562,1716)
  N=4 travel_real_01394 seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': False, 'concise': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(19675,1536)
  N=4 travel_real_01394 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': False, 'concise': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(2753,1015)
  N=4 travel_real_01394 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': False, 'concise': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(6789,1690)
  N=4 travel_real_01394 seed=2 arm=direct: per_fault={'ctx': True, 'bullets': False, 'concise': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(2753,1105)
  N=4 travel_real_01394 seed=2 arm=self_refine: per_fault={'ctx': True, 'bullets': False, 'concise': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(6727,2619)
  N=4 travel_real_01394 seed=2 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5506,1926)
  N=4 travel_real_01394 seed=2 arm=react: per_fault={'ctx': True, 'bullets': False, 'concise': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(5562,2619)
  N=4 travel_real_01394 seed=2 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': False, 'concise': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(20112,1826)
  N=4 travel_real_01394 seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': False, 'concise': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(2753,1105)
  N=4 travel_real_01394 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': False, 'concise': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(6879,1725)
  N=4 travel_real_01592 seed=0 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2582,627)
  N=4 travel_real_01592 seed=0 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(6124,1794)
  N=4 travel_real_01592 seed=0 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5164,1294)
  N=4 travel_real_01592 seed=0 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5220,1515)
  N=4 travel_real_01592 seed=0 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(17875,1038)
  N=4 travel_real_01592 seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2582,627)
  N=4 travel_real_01592 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(6276,1188)
  N=4 travel_real_01592 seed=1 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2582,627)
  N=4 travel_real_01592 seed=1 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(6124,1794)
  N=4 travel_real_01592 seed=1 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5164,1672)
  N=4 travel_real_01592 seed=1 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5220,1515)
  N=4 travel_real_01592 seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(18053,1174)
  N=4 travel_real_01592 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2582,627)
  N=4 travel_real_01592 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(6276,1188)
  N=4 travel_real_01592 seed=2 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2582,912)
  N=4 travel_real_01592 seed=2 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(6521,2499)
  N=4 travel_real_01592 seed=2 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5164,1732)
  N=4 travel_real_01592 seed=2 arm=react: per_fault={'ctx': True, 'bullets': False, 'concise': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(5220,1776)
  N=4 travel_real_01592 seed=2 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(18316,2068)
  N=4 travel_real_01592 seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2582,912)
  N=4 travel_real_01592 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(6673,1808)
  N=4 travel_real_01668 seed=0 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2701,838)
  N=4 travel_real_01668 seed=0 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(6419,2151)
  N=4 travel_real_01668 seed=0 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5402,1566)
  N=4 travel_real_01668 seed=0 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5458,1771)
  N=4 travel_real_01668 seed=0 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(20105,1483)
  N=4 travel_real_01668 seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2701,838)
  N=4 travel_real_01668 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(6571,1475)
  N=4 travel_real_01668 seed=1 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2701,838)
  N=4 travel_real_01668 seed=1 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(6419,2151)
  N=4 travel_real_01668 seed=1 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5402,1629)
  N=4 travel_real_01668 seed=1 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5458,1771)
  N=4 travel_real_01668 seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(21089,1740)
  N=4 travel_real_01668 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2701,838)
  N=4 travel_real_01668 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(6571,1475)
  N=4 travel_real_01668 seed=2 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2701,1041)
  N=4 travel_real_01668 seed=2 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(6601,2357)
  N=4 travel_real_01668 seed=2 arm=full_regen: per_fault={'ctx': False, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(5402,1549)
  N=4 travel_real_01668 seed=2 arm=react: per_fault={'ctx': True, 'bullets': False, 'concise': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(5458,1942)
  N=4 travel_real_01668 seed=2 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(21614,1960)
  N=4 travel_real_01668 seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2701,1041)
  N=4 travel_real_01668 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(6753,1578)
  N=4 travel_real_01883 seed=0 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2643,557)
  N=4 travel_real_01883 seed=0 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5938,1488)
  N=4 travel_real_01883 seed=0 arm=full_regen: per_fault={'ctx': True, 'bullets': False, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(5286,1309)
  N=4 travel_real_01883 seed=0 arm=react: per_fault={'ctx': True, 'bullets': False, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(5342,1935)
  N=4 travel_real_01883 seed=0 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(15910,1032)
  N=4 travel_real_01883 seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(17057,2499)
  N=4 travel_real_01883 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6090,1222)
  N=4 travel_real_01883 seed=1 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2643,557)
  N=4 travel_real_01883 seed=1 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5938,1488)
  N=4 travel_real_01883 seed=1 arm=full_regen: per_fault={'ctx': True, 'bullets': False, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(5286,1275)
  N=4 travel_real_01883 seed=1 arm=react: per_fault={'ctx': True, 'bullets': False, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(5342,1935)
  N=4 travel_real_01883 seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(18442,1179)
  N=4 travel_real_01883 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(17057,2499)
  N=4 travel_real_01883 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6090,1222)
  N=4 travel_real_01883 seed=2 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2643,932)
  N=4 travel_real_01883 seed=2 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6397,2333)
  N=4 travel_real_01883 seed=2 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5286,1851)
  N=4 travel_real_01883 seed=2 arm=react: per_fault={'ctx': True, 'bullets': False, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(5342,2101)
  N=4 travel_real_01883 seed=2 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(18301,1491)
  N=4 travel_real_01883 seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2643,932)
  N=4 travel_real_01883 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6549,2088)
  N=4 travel_real_01943 seed=0 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2487,1150)
  N=4 travel_real_01943 seed=0 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6450,2985)
  N=4 travel_real_01943 seed=0 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4974,2405)
  N=4 travel_real_01943 seed=0 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5030,2140)
  N=4 travel_real_01943 seed=0 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(23330,2714)
  N=4 travel_real_01943 seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2487,1150)
  N=4 travel_real_01943 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6602,2075)
  N=4 travel_real_01943 seed=1 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2487,1150)
  N=4 travel_real_01943 seed=1 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6450,2985)
  N=4 travel_real_01943 seed=1 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4974,1732)
  N=4 travel_real_01943 seed=1 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5030,2140)
  N=4 travel_real_01943 seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(22340,2369)
  N=4 travel_real_01943 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2487,1150)
  N=4 travel_real_01943 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6602,2075)
  N=4 travel_real_01943 seed=2 arm=direct: per_fault={'ctx': True, 'bullets': False, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(2487,1014)
  N=4 travel_real_01943 seed=2 arm=self_refine: per_fault={'ctx': True, 'bullets': False, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(6251,2424)
  N=4 travel_real_01943 seed=2 arm=full_regen: per_fault={'ctx': True, 'bullets': False, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(4974,1723)
  N=4 travel_real_01943 seed=2 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5030,1453)
  N=4 travel_real_01943 seed=2 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': False, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(18020,2407)
  N=4 travel_real_01943 seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': False, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(2487,1014)
  N=4 travel_real_01943 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': False, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(6403,1544)
