[RETRY] prime task=real_2wiki_hop_00000_298f23b8088a11ebbd6eac1f6bf848b6 seed=2 attempt 1/3 failed (provider returned no choices for 'mistralai/mistral-nemo': None); retrying in 2s
Building 40 N=5 hop-fault twowiki_real bridge_comparison examples (bench_seed=42, IDENTICAL to rebuttal_experiment_d_real_hop.py's set)...
Built 40 examples. seeds=[0, 1, 2], arms=['direct', 'self_refine', 'full_regen', 'react', 'selfcheckgpt']
  N=5 arm=direct real_2wiki_hop_00000_298f23b8088a11ebbd6eac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(1941,419)
  N=5 arm=react real_2wiki_hop_00028_49a5c36b086111ebbd5dac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(3660,1028)
  N=5 arm=react real_2wiki_hop_00028_49a5c36b086111ebbd5dac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(3660,779)
  N=5 arm=react real_2wiki_hop_00029_e7f8e98808a311ebbd7cac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(3329,975)
  N=5 arm=react real_2wiki_hop_00029_e7f8e98808a311ebbd7cac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(3329,975)
  N=5 arm=react real_2wiki_hop_00029_e7f8e98808a311ebbd7cac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(3330,859)
  N=5 arm=react real_2wiki_hop_00030_618527ff089911ebbd77ac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': False, 'preamble': True} all_resolved=False n_resolved=3/5 tokens=(3358,904)
  N=5 arm=react real_2wiki_hop_00030_618527ff089911ebbd77ac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': False, 'preamble': True} all_resolved=False n_resolved=3/5 tokens=(3358,904)
  N=5 arm=react real_2wiki_hop_00030_618527ff089911ebbd77ac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': False, 'preamble': True} all_resolved=False n_resolved=3/5 tokens=(3358,885)
  N=5 arm=react real_2wiki_hop_00031_c21fb3ab08a711ebbd7fac1f6bf848b6 seed=0: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'hop3': False, 'english': True} all_resolved=False n_resolved=1/5 tokens=(3556,772)
  N=5 arm=react real_2wiki_hop_00031_c21fb3ab08a711ebbd7fac1f6bf848b6 seed=1: per_fault={'hop0': False, 'hop1': False, 'hop2': False, 'hop3': False, 'english': True} all_resolved=False n_resolved=1/5 tokens=(3556,772)
  N=5 arm=react real_2wiki_hop_00031_c21fb3ab08a711ebbd7fac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': False, 'english': True} all_resolved=False n_resolved=3/5 tokens=(3557,931)
  N=5 arm=react real_2wiki_hop_00032_33b0c274087211ebbd64ac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'bullets': True} all_resolved=True n_resolved=5/5 tokens=(3882,880)
  N=5 arm=react real_2wiki_hop_00032_33b0c274087211ebbd64ac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'bullets': True} all_resolved=True n_resolved=5/5 tokens=(3882,880)
  N=5 arm=react real_2wiki_hop_00032_33b0c274087211ebbd64ac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': False, 'bullets': True} all_resolved=False n_resolved=3/5 tokens=(3882,1103)
  N=5 arm=react real_2wiki_hop_00033_09762e08087311ebbd66ac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(4302,973)
  N=5 arm=react real_2wiki_hop_00033_09762e08087311ebbd66ac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(4302,973)
  N=5 arm=react real_2wiki_hop_00033_09762e08087311ebbd66ac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(4302,1061)
  N=5 arm=react real_2wiki_hop_00034_f1145dc6084f11ebbd56ac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'hop3': False, 'bullets': True} all_resolved=False n_resolved=3/5 tokens=(3799,939)
  N=5 arm=react real_2wiki_hop_00034_f1145dc6084f11ebbd56ac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'hop3': False, 'bullets': True} all_resolved=False n_resolved=3/5 tokens=(3799,939)
  N=5 arm=react real_2wiki_hop_00034_f1145dc6084f11ebbd56ac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': False, 'hop2': False, 'hop3': False, 'bullets': True} all_resolved=False n_resolved=2/5 tokens=(3801,885)
  N=5 arm=react real_2wiki_hop_00036_26b866e6085c11ebbd5cac1f6bf848b6 seed=0: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'hop3': False, 'preamble': True} all_resolved=False n_resolved=3/5 tokens=(4258,1081)
  N=5 arm=react real_2wiki_hop_00036_26b866e6085c11ebbd5cac1f6bf848b6 seed=1: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'hop3': False, 'preamble': True} all_resolved=False n_resolved=3/5 tokens=(4258,1081)
  N=5 arm=react real_2wiki_hop_00036_26b866e6085c11ebbd5cac1f6bf848b6 seed=2: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'hop3': False, 'preamble': True} all_resolved=False n_resolved=3/5 tokens=(4258,928)
  N=5 arm=react real_2wiki_hop_00037_0a630db408c211ebbd8bac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(4008,1270)
  N=5 arm=react real_2wiki_hop_00037_0a630db408c211ebbd8bac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(4008,1270)
  N=5 arm=react real_2wiki_hop_00037_0a630db408c211ebbd8bac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(4009,1754)
  N=5 arm=react real_2wiki_hop_00038_c5601df108a411ebbd7dac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(3892,1234)
  N=5 arm=react real_2wiki_hop_00038_c5601df108a411ebbd7dac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(3892,1234)
  N=5 arm=react real_2wiki_hop_00038_c5601df108a411ebbd7dac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(3892,1044)
  N=5 arm=react real_2wiki_hop_00039_140fbeda08c611ebbd90ac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(3496,1059)
  N=5 arm=react real_2wiki_hop_00039_140fbeda08c611ebbd90ac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(3496,1059)
  N=5 arm=react real_2wiki_hop_00039_140fbeda08c611ebbd90ac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(3497,1559)
  N=5 arm=react real_2wiki_hop_00041_6e5f2a2e085d11ebbd5cac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(3714,955)
  N=5 arm=react real_2wiki_hop_00041_6e5f2a2e085d11ebbd5cac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(3714,955)
  N=5 arm=react real_2wiki_hop_00041_6e5f2a2e085d11ebbd5cac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'concise': False} all_resolved=False n_resolved=3/5 tokens=(3714,1057)
  N=5 arm=react real_2wiki_hop_00042_eec16bb008c011ebbd8aac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': False, 'bullets': True} all_resolved=False n_resolved=3/5 tokens=(4349,859)
  N=5 arm=react real_2wiki_hop_00042_eec16bb008c011ebbd8aac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': False, 'bullets': True} all_resolved=False n_resolved=3/5 tokens=(4349,859)
  N=5 arm=react real_2wiki_hop_00042_eec16bb008c011ebbd8aac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': False, 'bullets': True} all_resolved=False n_resolved=3/5 tokens=(4350,581)
  N=5 arm=react real_2wiki_hop_00043_c9eb430908c311ebbd8dac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(3994,802)
  N=5 arm=react real_2wiki_hop_00043_c9eb430908c311ebbd8dac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(3994,802)
  N=5 arm=react real_2wiki_hop_00043_c9eb430908c311ebbd8dac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': True, 'preamble': True} all_resolved=False n_resolved=4/5 tokens=(3994,938)
  N=5 arm=react real_2wiki_hop_00044_a5f0b646088b11ebbd6fac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(4038,1018)
  N=5 arm=react real_2wiki_hop_00044_a5f0b646088b11ebbd6fac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(4038,1018)
  N=5 arm=react real_2wiki_hop_00044_a5f0b646088b11ebbd6fac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(4037,736)
  N=5 arm=react real_2wiki_hop_00046_18d4a1f8085611ebbd59ac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': False, 'concise': True} all_resolved=False n_resolved=3/5 tokens=(3846,957)
  N=5 arm=react real_2wiki_hop_00046_18d4a1f8085611ebbd59ac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': False, 'concise': True} all_resolved=False n_resolved=3/5 tokens=(3846,957)
  N=5 arm=react real_2wiki_hop_00046_18d4a1f8085611ebbd59ac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'concise': False} all_resolved=False n_resolved=4/5 tokens=(3846,977)
  N=5 arm=react real_2wiki_hop_00049_e95acdbc085f11ebbd5dac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(3890,1129)
  N=5 arm=react real_2wiki_hop_00049_e95acdbc085f11ebbd5dac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(3890,1129)
[RETRY] selfcheckgpt task=real_2wiki_hop_00000_298f23b8088a11ebbd6eac1f6bf848b6 seed=0 attempt 1/3 failed (provider returned no choices for 'mistralai/mistral-nemo': None); retrying in 2s
[RETRY] selfcheckgpt task=real_2wiki_hop_00004_3f857208086c11ebbd61ac1f6bf848b6 seed=0 attempt 1/3 failed (provider returned no choices for 'mistralai/mistral-nemo': None); retrying in 2s
[RETRY] selfcheckgpt task=real_2wiki_hop_00006_7abc1e3008d511ebbd98ac1f6bf848b6 seed=0 attempt 1/3 failed (provider returned no choices for 'mistralai/mistral-nemo': None); retrying in 2s
[RETRY] selfcheckgpt task=real_2wiki_hop_00007_ae331827088b11ebbd6fac1f6bf848b6 seed=2 attempt 1/3 failed (provider returned no choices for 'mistralai/mistral-nemo': None); retrying in 2s
  N=5 arm=react real_2wiki_hop_00049_e95acdbc085f11ebbd5dac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': False, 'english': True} all_resolved=False n_resolved=3/5 tokens=(3889,710)
--- [react] N=5: rows written=120 errors=0 tokens_in=454524 tokens_out=115785 ---
  N=5 arm=selfcheckgpt real_2wiki_hop_00000_298f23b8088a11ebbd6eac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(11400,667)
  N=5 arm=selfcheckgpt real_2wiki_hop_00000_298f23b8088a11ebbd6eac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(11365,637)
  N=5 arm=selfcheckgpt real_2wiki_hop_00000_298f23b8088a11ebbd6eac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(13298,720)
  N=5 arm=selfcheckgpt real_2wiki_hop_00001_05f8a691087b11ebbd67ac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(10562,650)
  N=5 arm=selfcheckgpt real_2wiki_hop_00001_05f8a691087b11ebbd67ac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(10548,616)
  N=5 arm=selfcheckgpt real_2wiki_hop_00001_05f8a691087b11ebbd67ac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(10486,471)
  N=5 arm=selfcheckgpt real_2wiki_hop_00002_645c9a5a08c311ebbd8dac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(9299,542)
  N=5 arm=selfcheckgpt real_2wiki_hop_00002_645c9a5a08c311ebbd8dac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(9362,595)
  N=5 arm=selfcheckgpt real_2wiki_hop_00002_645c9a5a08c311ebbd8dac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': False, 'concise': True} all_resolved=False n_resolved=3/5 tokens=(9327,384)
  N=5 arm=selfcheckgpt real_2wiki_hop_00003_5bec3cd408a711ebbd7fac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'english': True} all_resolved=False n_resolved=4/5 tokens=(12269,747)
  N=5 arm=selfcheckgpt real_2wiki_hop_00003_5bec3cd408a711ebbd7fac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'english': True} all_resolved=False n_resolved=4/5 tokens=(10548,742)
  N=5 arm=selfcheckgpt real_2wiki_hop_00003_5bec3cd408a711ebbd7fac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(12278,860)
  N=5 arm=selfcheckgpt real_2wiki_hop_00004_3f857208086c11ebbd61ac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': False, 'english': True} all_resolved=False n_resolved=3/5 tokens=(10407,562)
  N=5 arm=selfcheckgpt real_2wiki_hop_00004_3f857208086c11ebbd61ac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': False, 'english': True} all_resolved=False n_resolved=3/5 tokens=(10337,465)
  N=5 arm=selfcheckgpt real_2wiki_hop_00004_3f857208086c11ebbd61ac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(12177,630)
  N=5 arm=selfcheckgpt real_2wiki_hop_00005_1d890623088711ebbd6dac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(10159,508)
  N=5 arm=selfcheckgpt real_2wiki_hop_00005_1d890623088711ebbd6dac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(10149,497)
  N=5 arm=selfcheckgpt real_2wiki_hop_00005_1d890623088711ebbd6dac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(10377,757)
  N=5 arm=selfcheckgpt real_2wiki_hop_00006_7abc1e3008d511ebbd98ac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'bullets': True} all_resolved=True n_resolved=5/5 tokens=(11857,359)
  N=5 arm=selfcheckgpt real_2wiki_hop_00006_7abc1e3008d511ebbd98ac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'bullets': True} all_resolved=True n_resolved=5/5 tokens=(11871,359)
  N=5 arm=selfcheckgpt real_2wiki_hop_00006_7abc1e3008d511ebbd98ac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'bullets': True} all_resolved=True n_resolved=5/5 tokens=(13840,475)
  N=5 arm=selfcheckgpt real_2wiki_hop_00007_ae331827088b11ebbd6fac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': False, 'preamble': True} all_resolved=False n_resolved=3/5 tokens=(12675,401)
  N=5 arm=selfcheckgpt real_2wiki_hop_00007_ae331827088b11ebbd6fac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': False, 'preamble': True} all_resolved=False n_resolved=3/5 tokens=(12683,410)
  N=5 arm=selfcheckgpt real_2wiki_hop_00007_ae331827088b11ebbd6fac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'preamble': True} all_resolved=True n_resolved=5/5 tokens=(12669,379)
  N=5 arm=selfcheckgpt real_2wiki_hop_00008_4d982dc308c111ebbd8bac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'bullets': True} all_resolved=True n_resolved=5/5 tokens=(9920,444)
  N=5 arm=selfcheckgpt real_2wiki_hop_00008_4d982dc308c111ebbd8bac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'bullets': True} all_resolved=True n_resolved=5/5 tokens=(9939,477)
  N=5 arm=selfcheckgpt real_2wiki_hop_00008_4d982dc308c111ebbd8bac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'bullets': True} all_resolved=False n_resolved=4/5 tokens=(9961,552)
  N=5 arm=selfcheckgpt real_2wiki_hop_00009_1a114c5e088f11ebbd71ac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'concise': False} all_resolved=False n_resolved=4/5 tokens=(11048,720)
  N=5 arm=selfcheckgpt real_2wiki_hop_00009_1a114c5e088f11ebbd71ac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'concise': False} all_resolved=False n_resolved=4/5 tokens=(11069,743)
  N=5 arm=selfcheckgpt real_2wiki_hop_00009_1a114c5e088f11ebbd71ac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': True, 'concise': False} all_resolved=False n_resolved=3/5 tokens=(11093,571)
  N=5 arm=selfcheckgpt real_2wiki_hop_00011_5b6b8c02089711ebbd77ac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(9790,470)
  N=5 arm=selfcheckgpt real_2wiki_hop_00011_5b6b8c02089711ebbd77ac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(9787,479)
  N=5 arm=selfcheckgpt real_2wiki_hop_00011_5b6b8c02089711ebbd77ac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'english': True} all_resolved=True n_resolved=5/5 tokens=(9796,477)
  N=5 arm=selfcheckgpt real_2wiki_hop_00012_f7c4fdf2087611ebbd67ac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': True, 'concise': False} all_resolved=False n_resolved=3/5 tokens=(9447,907)
  N=5 arm=selfcheckgpt real_2wiki_hop_00012_f7c4fdf2087611ebbd67ac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': True, 'concise': False} all_resolved=False n_resolved=3/5 tokens=(10710,753)
  N=5 arm=selfcheckgpt real_2wiki_hop_00012_f7c4fdf2087611ebbd67ac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': True, 'concise': True} all_resolved=False n_resolved=4/5 tokens=(10537,467)
  N=5 arm=selfcheckgpt real_2wiki_hop_00013_9e6d7bdc08a111ebbd79ac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'english': True} all_resolved=False n_resolved=4/5 tokens=(13535,535)
  N=5 arm=selfcheckgpt real_2wiki_hop_00013_9e6d7bdc08a111ebbd79ac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'english': True} all_resolved=False n_resolved=4/5 tokens=(11614,480)
  N=5 arm=selfcheckgpt real_2wiki_hop_00013_9e6d7bdc08a111ebbd79ac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': True, 'english': True} all_resolved=False n_resolved=4/5 tokens=(11687,517)
  N=5 arm=selfcheckgpt real_2wiki_hop_00014_d71f453b085811ebbd5bac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'bullets': True} all_resolved=True n_resolved=5/5 tokens=(9979,586)
  N=5 arm=selfcheckgpt real_2wiki_hop_00014_d71f453b085811ebbd5bac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'bullets': True} all_resolved=True n_resolved=5/5 tokens=(9876,554)
  N=5 arm=selfcheckgpt real_2wiki_hop_00014_d71f453b085811ebbd5bac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'bullets': True} all_resolved=True n_resolved=5/5 tokens=(9887,883)
  N=5 arm=selfcheckgpt real_2wiki_hop_00015_7de9188c088b11ebbd6fac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'english': True} all_resolved=False n_resolved=4/5 tokens=(10703,524)
  N=5 arm=selfcheckgpt real_2wiki_hop_00015_7de9188c088b11ebbd6fac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'english': True} all_resolved=False n_resolved=4/5 tokens=(10841,668)
  N=5 arm=selfcheckgpt real_2wiki_hop_00015_7de9188c088b11ebbd6fac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'english': True} all_resolved=False n_resolved=4/5 tokens=(10720,670)
  N=5 arm=selfcheckgpt real_2wiki_hop_00017_f1ff478c089011ebbd72ac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(12650,604)
  N=5 arm=selfcheckgpt real_2wiki_hop_00017_f1ff478c089011ebbd72ac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(12670,626)
  N=5 arm=selfcheckgpt real_2wiki_hop_00017_f1ff478c089011ebbd72ac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'concise': True} all_resolved=True n_resolved=5/5 tokens=(12656,519)
  N=5 arm=selfcheckgpt real_2wiki_hop_00019_53ab316c08b911ebbd88ac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'bullets': True} all_resolved=True n_resolved=5/5 tokens=(9680,435)
  N=5 arm=selfcheckgpt real_2wiki_hop_00019_53ab316c08b911ebbd88ac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': True, 'bullets': True} all_resolved=True n_resolved=5/5 tokens=(9675,434)
  N=5 arm=selfcheckgpt real_2wiki_hop_00019_53ab316c08b911ebbd88ac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': False, 'hop3': False, 'bullets': True} all_resolved=False n_resolved=3/5 tokens=(9698,442)
  N=5 arm=selfcheckgpt real_2wiki_hop_00020_363279db08d011ebbd95ac1f6bf848b6 seed=0: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'bullets': True} all_resolved=False n_resolved=4/5 tokens=(13973,400)
  N=5 arm=selfcheckgpt real_2wiki_hop_00020_363279db08d011ebbd95ac1f6bf848b6 seed=1: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'bullets': True} all_resolved=False n_resolved=4/5 tokens=(13900,405)
  N=5 arm=selfcheckgpt real_2wiki_hop_00020_363279db08d011ebbd95ac1f6bf848b6 seed=2: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'hop3': False, 'bullets': True} all_resolved=False n_resolved=4/5 tokens=(13942,410)
