Building 60 4-fault-injected twowiki_real examples (bench_seed=42, IDENTICAL to rebuttal_experiment_d_real.py's set)...
Built 60 examples. seeds=[0, 1, 2], arms=['direct', 'self_refine', 'full_regen', 'react', 'selfcheckgpt']
  N=4 arm=direct real_2wiki_00139_e9e0014e0bd911eba7f7acde48001122 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2442,360)
  N=4 arm=direct real_2wiki_04134_b8df7ba80baf11ebab90acde48001122 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2507,372)
  N=4 arm=direct real_2wiki_04134_b8df7ba80baf11ebab90acde48001122 seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2507,372)
  N=4 arm=direct real_2wiki_04134_b8df7ba80baf11ebab90acde48001122 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2507,422)
  N=4 arm=direct real_2wiki_04549_664ed504085e11ebbd5cac1f6bf848b6 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2194,457)
  N=4 arm=direct real_2wiki_04549_664ed504085e11ebbd5cac1f6bf848b6 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2194,457)
  N=4 arm=direct real_2wiki_04549_664ed504085e11ebbd5cac1f6bf848b6 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2194,642)
  N=4 arm=direct real_2wiki_04656_0f0ccb9e0bdc11eba7f7acde48001122 seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2013,329)
  N=4 arm=direct real_2wiki_04656_0f0ccb9e0bdc11eba7f7acde48001122 seed=1: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2013,329)
  N=4 arm=direct real_2wiki_04656_0f0ccb9e0bdc11eba7f7acde48001122 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2013,551)
  N=4 arm=direct real_2wiki_04663_4a0422f00bb011ebab90acde48001122 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2515,493)
  N=4 arm=direct real_2wiki_04663_4a0422f00bb011ebab90acde48001122 seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2515,493)
  N=4 arm=direct real_2wiki_04663_4a0422f00bb011ebab90acde48001122 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2514,239)
  N=4 arm=direct real_2wiki_04905_f0d6f50c08eb11ebbda7ac1f6bf848b6 seed=0: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2504,448)
  N=4 arm=direct real_2wiki_04905_f0d6f50c08eb11ebbda7ac1f6bf848b6 seed=1: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2504,448)
  N=4 arm=direct real_2wiki_04905_f0d6f50c08eb11ebbda7ac1f6bf848b6 seed=2: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2504,475)
  N=4 arm=direct real_2wiki_05045_937ac6e2089b11ebbd78ac1f6bf848b6 seed=0: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2281,408)
  N=4 arm=direct real_2wiki_05045_937ac6e2089b11ebbd78ac1f6bf848b6 seed=1: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2281,408)
  N=4 arm=direct real_2wiki_05045_937ac6e2089b11ebbd78ac1f6bf848b6 seed=2: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2281,319)
  N=4 arm=direct real_2wiki_05050_6ee0b385096d11ebbdafac1f6bf848b6 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2346,290)
  N=4 arm=direct real_2wiki_05050_6ee0b385096d11ebbdafac1f6bf848b6 seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2346,290)
  N=4 arm=direct real_2wiki_05050_6ee0b385096d11ebbdafac1f6bf848b6 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2346,699)
  N=4 arm=direct real_2wiki_05145_58fe56b80bdd11eba7f7acde48001122 seed=0: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2516,501)
  N=4 arm=direct real_2wiki_05145_58fe56b80bdd11eba7f7acde48001122 seed=1: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2516,501)
  N=4 arm=direct real_2wiki_05145_58fe56b80bdd11eba7f7acde48001122 seed=2: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2516,363)
  N=4 arm=direct real_2wiki_05284_63c8e88608d311ebbd96ac1f6bf848b6 seed=0: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2298,374)
  N=4 arm=direct real_2wiki_05284_63c8e88608d311ebbd96ac1f6bf848b6 seed=1: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2298,374)
  N=4 arm=direct real_2wiki_05284_63c8e88608d311ebbd96ac1f6bf848b6 seed=2: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2298,418)
  N=4 arm=direct real_2wiki_05323_87c2be8908ab11ebbd82ac1f6bf848b6 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2128,421)
  N=4 arm=direct real_2wiki_05323_87c2be8908ab11ebbd82ac1f6bf848b6 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2128,421)
  N=4 arm=direct real_2wiki_05323_87c2be8908ab11ebbd82ac1f6bf848b6 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2129,447)
  N=4 arm=direct real_2wiki_05370_850e2d1308f311ebbdaaac1f6bf848b6 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2472,404)
  N=4 arm=direct real_2wiki_05370_850e2d1308f311ebbdaaac1f6bf848b6 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2472,404)
  N=4 arm=direct real_2wiki_05370_850e2d1308f311ebbdaaac1f6bf848b6 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2472,367)
  N=4 arm=direct real_2wiki_05374_f78d85300bae11ebab90acde48001122 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2551,370)
  N=4 arm=direct real_2wiki_05374_f78d85300bae11ebab90acde48001122 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2551,370)
  N=4 arm=direct real_2wiki_05374_f78d85300bae11ebab90acde48001122 seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2553,510)
  N=4 arm=direct real_2wiki_05459_88e62716086f11ebbd62ac1f6bf848b6 seed=0: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2597,293)
  N=4 arm=direct real_2wiki_05459_88e62716086f11ebbd62ac1f6bf848b6 seed=1: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2597,293)
  N=4 arm=direct real_2wiki_05459_88e62716086f11ebbd62ac1f6bf848b6 seed=2: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2597,276)
  N=4 arm=direct real_2wiki_05461_5d6e00200bda11eba7f7acde48001122 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2420,268)
  N=4 arm=direct real_2wiki_05461_5d6e00200bda11eba7f7acde48001122 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2420,268)
  N=4 arm=direct real_2wiki_05461_5d6e00200bda11eba7f7acde48001122 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2420,372)
  N=4 arm=direct real_2wiki_05528_b2296fac0bdd11eba7f7acde48001122 seed=0: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2538,328)
  N=4 arm=direct real_2wiki_05528_b2296fac0bdd11eba7f7acde48001122 seed=1: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2538,328)
  N=4 arm=direct real_2wiki_05528_b2296fac0bdd11eba7f7acde48001122 seed=2: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2537,401)
  N=4 arm=direct real_2wiki_05619_c4ab9d6c0bdd11eba7f7acde48001122 seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2237,194)
  N=4 arm=direct real_2wiki_05619_c4ab9d6c0bdd11eba7f7acde48001122 seed=1: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2237,194)
  N=4 arm=direct real_2wiki_05619_c4ab9d6c0bdd11eba7f7acde48001122 seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2237,203)
  N=4 arm=direct real_2wiki_05625_217b3fca0bde11eba7f7acde48001122 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2645,268)
  N=4 arm=direct real_2wiki_05625_217b3fca0bde11eba7f7acde48001122 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2645,268)
  N=4 arm=direct real_2wiki_05625_217b3fca0bde11eba7f7acde48001122 seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2645,247)
  N=4 arm=direct real_2wiki_05695_64f4337108a911ebbd80ac1f6bf848b6 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2195,388)
  N=4 arm=direct real_2wiki_05695_64f4337108a911ebbd80ac1f6bf848b6 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2195,388)
  N=4 arm=direct real_2wiki_05695_64f4337108a911ebbd80ac1f6bf848b6 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2195,469)
  N=4 arm=direct real_2wiki_05709_01547cde0bde11eba7f7acde48001122 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2508,498)
  N=4 arm=direct real_2wiki_05709_01547cde0bde11eba7f7acde48001122 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2508,498)
  N=4 arm=direct real_2wiki_05709_01547cde0bde11eba7f7acde48001122 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2508,379)
--- [direct] N=4: rows written=180 errors=0 tokens_in=428513 tokens_out=76591 ---
  N=4 arm=self_refine real_2wiki_00139_e9e0014e0bd911eba7f7acde48001122 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5346,1000)
  N=4 arm=self_refine real_2wiki_00139_e9e0014e0bd911eba7f7acde48001122 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5346,1000)
  N=4 arm=self_refine real_2wiki_00139_e9e0014e0bd911eba7f7acde48001122 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5357,924)
  N=4 arm=self_refine real_2wiki_00147_e8d37e800bdd11eba7f7acde48001122 seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5367,1173)
  N=4 arm=self_refine real_2wiki_00147_e8d37e800bdd11eba7f7acde48001122 seed=1: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5367,1173)
  N=4 arm=self_refine real_2wiki_00147_e8d37e800bdd11eba7f7acde48001122 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5486,1249)
  N=4 arm=self_refine real_2wiki_00157_36979dce0bdc11eba7f7acde48001122 seed=0: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4553,598)
  N=4 arm=self_refine real_2wiki_00157_36979dce0bdc11eba7f7acde48001122 seed=1: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4553,598)
  N=4 arm=self_refine real_2wiki_00157_36979dce0bdc11eba7f7acde48001122 seed=2: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4694,994)
  N=4 arm=self_refine real_2wiki_00382_bd036cfc088811ebbd6eac1f6bf848b6 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(4887,1409)
  N=4 arm=self_refine real_2wiki_00382_bd036cfc088811ebbd6eac1f6bf848b6 seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(4887,1409)
  N=4 arm=self_refine real_2wiki_00382_bd036cfc088811ebbd6eac1f6bf848b6 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5033,1434)
  N=4 arm=self_refine real_2wiki_00420_e55095520bda11eba7f7acde48001122 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5698,1651)
  N=4 arm=self_refine real_2wiki_00420_e55095520bda11eba7f7acde48001122 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5698,1651)
  N=4 arm=self_refine real_2wiki_00420_e55095520bda11eba7f7acde48001122 seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5636,1427)
  N=4 arm=self_refine real_2wiki_00481_c388f4ac093911ebbdaeac1f6bf848b6 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4846,1165)
  N=4 arm=self_refine real_2wiki_00481_c388f4ac093911ebbdaeac1f6bf848b6 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4846,1165)
  N=4 arm=self_refine real_2wiki_00481_c388f4ac093911ebbdaeac1f6bf848b6 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5008,1378)
  N=4 arm=self_refine real_2wiki_00805_60b8f042085f11ebbd5cac1f6bf848b6 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5721,1312)
  N=4 arm=self_refine real_2wiki_00805_60b8f042085f11ebbd5cac1f6bf848b6 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5721,1312)
  N=4 arm=self_refine real_2wiki_00805_60b8f042085f11ebbd5cac1f6bf848b6 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5898,1339)
  N=4 arm=self_refine real_2wiki_00914_1d352a200bde11eba7f7acde48001122 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5556,1345)
  N=4 arm=self_refine real_2wiki_00914_1d352a200bde11eba7f7acde48001122 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5556,1345)
  N=4 arm=self_refine real_2wiki_00914_1d352a200bde11eba7f7acde48001122 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5370,963)
  N=4 arm=self_refine real_2wiki_00966_183f6cc40bde11eba7f7acde48001122 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(5627,880)
  N=4 arm=self_refine real_2wiki_00966_183f6cc40bde11eba7f7acde48001122 seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(5627,880)
  N=4 arm=self_refine real_2wiki_00966_183f6cc40bde11eba7f7acde48001122 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5662,1092)
  N=4 arm=self_refine real_2wiki_01092_f7f0760208e011ebbda2ac1f6bf848b6 seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4709,961)
  N=4 arm=self_refine real_2wiki_01092_f7f0760208e011ebbda2ac1f6bf848b6 seed=1: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4709,961)
  N=4 arm=self_refine real_2wiki_01092_f7f0760208e011ebbda2ac1f6bf848b6 seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5056,1605)
  N=4 arm=self_refine real_2wiki_01130_0ac40d780bdb11eba7f7acde48001122 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4228,587)
  N=4 arm=self_refine real_2wiki_01130_0ac40d780bdb11eba7f7acde48001122 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4228,587)
  N=4 arm=self_refine real_2wiki_01130_0ac40d780bdb11eba7f7acde48001122 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=3/4 tokens=(4209,734)
  N=4 arm=self_refine real_2wiki_01205_f8cb5c6b087511ebbd67ac1f6bf848b6 seed=0: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5590,1297)
  N=4 arm=self_refine real_2wiki_01205_f8cb5c6b087511ebbd67ac1f6bf848b6 seed=1: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5590,1297)
  N=4 arm=self_refine real_2wiki_01205_f8cb5c6b087511ebbd67ac1f6bf848b6 seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5683,1386)
  N=4 arm=self_refine real_2wiki_01624_a84ba2780bda11eba7f7acde48001122 seed=0: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5161,1131)
  N=4 arm=self_refine real_2wiki_01624_a84ba2780bda11eba7f7acde48001122 seed=1: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5161,1131)
  N=4 arm=self_refine real_2wiki_01624_a84ba2780bda11eba7f7acde48001122 seed=2: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5146,1059)
  N=4 arm=self_refine real_2wiki_01665_33323be20bde11eba7f7acde48001122 seed=0: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5712,929)
