Building 60 4-fault-injected hotpotqa_real examples (bench_seed=42, scan_limit=40000)...
Built 60 examples. seeds=[0, 1, 2], model=llama-3.3-70b, arms=['direct', 'self_refine', 'full_regen', 'react', 'selfcheckgpt', 'reflexion', 'intro_specter']
  N=4 real_hotpotqa_00013_5a79ad485542994bb9457036 seed=0 arm=direct: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2303,343)
  N=4 real_hotpotqa_00636_5ae3f7575542995dadf24277 seed=0 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5308,977)
  N=4 real_hotpotqa_00636_5ae3f7575542995dadf24277 seed=0 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4894,569)
  N=4 real_hotpotqa_00636_5ae3f7575542995dadf24277 seed=0 arm=react: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4947,761)
  N=4 real_hotpotqa_00636_5ae3f7575542995dadf24277 seed=0 arm=selfcheckgpt: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(16711,429)
  N=4 real_hotpotqa_00636_5ae3f7575542995dadf24277 seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2447,299)
  N=4 real_hotpotqa_00636_5ae3f7575542995dadf24277 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5462,621)
  N=4 real_hotpotqa_00636_5ae3f7575542995dadf24277 seed=1 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2447,268)
  N=4 real_hotpotqa_00636_5ae3f7575542995dadf24277 seed=1 arm=self_refine: per_fault={'ctx': True, 'bullets': False, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(5278,932)
  N=4 real_hotpotqa_00636_5ae3f7575542995dadf24277 seed=1 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4894,575)
  N=4 real_hotpotqa_00636_5ae3f7575542995dadf24277 seed=1 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4947,742)
  N=4 real_hotpotqa_00636_5ae3f7575542995dadf24277 seed=1 arm=selfcheckgpt: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(16711,404)
  N=4 real_hotpotqa_00636_5ae3f7575542995dadf24277 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2447,268)
  N=4 real_hotpotqa_00636_5ae3f7575542995dadf24277 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5432,598)
  N=4 real_hotpotqa_00636_5ae3f7575542995dadf24277 seed=2 arm=direct: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2447,228)
  N=4 real_hotpotqa_00636_5ae3f7575542995dadf24277 seed=2 arm=self_refine: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5210,649)
  N=4 real_hotpotqa_00636_5ae3f7575542995dadf24277 seed=2 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4894,534)
  N=4 real_hotpotqa_00636_5ae3f7575542995dadf24277 seed=2 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4947,738)
  N=4 real_hotpotqa_00636_5ae3f7575542995dadf24277 seed=2 arm=selfcheckgpt: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14328,337)
  N=4 real_hotpotqa_00636_5ae3f7575542995dadf24277 seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(8009,314)
  N=4 real_hotpotqa_00636_5ae3f7575542995dadf24277 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5364,555)
  N=4 real_hotpotqa_00870_5a7d2afb554299452d57bb41 seed=0 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2338,260)
  N=4 real_hotpotqa_00870_5a7d2afb554299452d57bb41 seed=0 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5053,836)
  N=4 real_hotpotqa_00870_5a7d2afb554299452d57bb41 seed=0 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4676,470)
  N=4 real_hotpotqa_00870_5a7d2afb554299452d57bb41 seed=0 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4729,702)
  N=4 real_hotpotqa_00870_5a7d2afb554299452d57bb41 seed=0 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(13518,303)
  N=4 real_hotpotqa_00870_5a7d2afb554299452d57bb41 seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2338,260)
  N=4 real_hotpotqa_00870_5a7d2afb554299452d57bb41 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5207,704)
  N=4 real_hotpotqa_00870_5a7d2afb554299452d57bb41 seed=1 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2338,265)
  N=4 real_hotpotqa_00870_5a7d2afb554299452d57bb41 seed=1 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5058,806)
  N=4 real_hotpotqa_00870_5a7d2afb554299452d57bb41 seed=1 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4676,480)
  N=4 real_hotpotqa_00870_5a7d2afb554299452d57bb41 seed=1 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4729,734)
  N=4 real_hotpotqa_00870_5a7d2afb554299452d57bb41 seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(13518,317)
  N=4 real_hotpotqa_00870_5a7d2afb554299452d57bb41 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2338,265)
  N=4 real_hotpotqa_00870_5a7d2afb554299452d57bb41 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5212,807)
  N=4 real_hotpotqa_00870_5a7d2afb554299452d57bb41 seed=2 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2338,249)
  N=4 real_hotpotqa_00870_5a7d2afb554299452d57bb41 seed=2 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5042,936)
  N=4 real_hotpotqa_00870_5a7d2afb554299452d57bb41 seed=2 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4676,500)
  N=4 real_hotpotqa_00870_5a7d2afb554299452d57bb41 seed=2 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4729,674)
  N=4 real_hotpotqa_00870_5a7d2afb554299452d57bb41 seed=2 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(13518,328)
  N=4 real_hotpotqa_00870_5a7d2afb554299452d57bb41 seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2338,249)
  N=4 real_hotpotqa_00870_5a7d2afb554299452d57bb41 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5196,585)
  N=4 real_hotpotqa_00920_5a7fb1b25542992097ad2fb2 seed=0 arm=direct: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2311,116)
  N=4 real_hotpotqa_00920_5a7fb1b25542992097ad2fb2 seed=0 arm=self_refine: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4799,450)
  N=4 real_hotpotqa_00920_5a7fb1b25542992097ad2fb2 seed=0 arm=full_regen: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4622,371)
  N=4 real_hotpotqa_00920_5a7fb1b25542992097ad2fb2 seed=0 arm=react: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4675,558)
  N=4 real_hotpotqa_00920_5a7fb1b25542992097ad2fb2 seed=0 arm=selfcheckgpt: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(13356,182)
  N=4 real_hotpotqa_00920_5a7fb1b25542992097ad2fb2 seed=0 arm=reflexion: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(12244,322)
  N=4 real_hotpotqa_00920_5a7fb1b25542992097ad2fb2 seed=0 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4953,502)
  N=4 real_hotpotqa_00920_5a7fb1b25542992097ad2fb2 seed=1 arm=direct: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2311,225)
  N=4 real_hotpotqa_00920_5a7fb1b25542992097ad2fb2 seed=1 arm=self_refine: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4965,680)
  N=4 real_hotpotqa_00920_5a7fb1b25542992097ad2fb2 seed=1 arm=full_regen: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4622,461)
  N=4 real_hotpotqa_00920_5a7fb1b25542992097ad2fb2 seed=1 arm=react: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4675,658)
  N=4 real_hotpotqa_00920_5a7fb1b25542992097ad2fb2 seed=1 arm=selfcheckgpt: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(13356,286)
  N=4 real_hotpotqa_00920_5a7fb1b25542992097ad2fb2 seed=1 arm=reflexion: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(12709,418)
  N=4 real_hotpotqa_00920_5a7fb1b25542992097ad2fb2 seed=1 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5119,650)
  N=4 real_hotpotqa_00920_5a7fb1b25542992097ad2fb2 seed=2 arm=direct: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2311,116)
  N=4 real_hotpotqa_00920_5a7fb1b25542992097ad2fb2 seed=2 arm=self_refine: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4799,450)
  N=4 real_hotpotqa_00920_5a7fb1b25542992097ad2fb2 seed=2 arm=full_regen: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4622,450)
  N=4 real_hotpotqa_00920_5a7fb1b25542992097ad2fb2 seed=2 arm=react: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4675,555)
  N=4 real_hotpotqa_00920_5a7fb1b25542992097ad2fb2 seed=2 arm=selfcheckgpt: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(13356,161)
  N=4 real_hotpotqa_00920_5a7fb1b25542992097ad2fb2 seed=2 arm=reflexion: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(12222,289)
  N=4 real_hotpotqa_00920_5a7fb1b25542992097ad2fb2 seed=2 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4953,502)
  N=4 real_hotpotqa_01044_5a73b0975542992d56e7e387 seed=0 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2392,290)
  N=4 real_hotpotqa_01044_5a73b0975542992d56e7e387 seed=0 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5192,854)
  N=4 real_hotpotqa_01044_5a73b0975542992d56e7e387 seed=0 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4784,556)
  N=4 real_hotpotqa_01044_5a73b0975542992d56e7e387 seed=0 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4837,815)
  N=4 real_hotpotqa_01044_5a73b0975542992d56e7e387 seed=0 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(13978,373)
  N=4 real_hotpotqa_01044_5a73b0975542992d56e7e387 seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2392,290)
  N=4 real_hotpotqa_01044_5a73b0975542992d56e7e387 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5346,771)
  N=4 real_hotpotqa_01044_5a73b0975542992d56e7e387 seed=1 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2392,321)
  N=4 real_hotpotqa_01044_5a73b0975542992d56e7e387 seed=1 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5222,1046)
  N=4 real_hotpotqa_01044_5a73b0975542992d56e7e387 seed=1 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4784,712)
  N=4 real_hotpotqa_01044_5a73b0975542992d56e7e387 seed=1 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4837,876)
  N=4 real_hotpotqa_01044_5a73b0975542992d56e7e387 seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(13978,407)
  N=4 real_hotpotqa_01044_5a73b0975542992d56e7e387 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2392,321)
  N=4 real_hotpotqa_01044_5a73b0975542992d56e7e387 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5376,778)
  N=4 real_hotpotqa_01044_5a73b0975542992d56e7e387 seed=2 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2392,327)
  N=4 real_hotpotqa_01044_5a73b0975542992d56e7e387 seed=2 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5228,969)
  N=4 real_hotpotqa_01044_5a73b0975542992d56e7e387 seed=2 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4784,612)
  N=4 real_hotpotqa_01044_5a73b0975542992d56e7e387 seed=2 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4837,843)
  N=4 real_hotpotqa_01044_5a73b0975542992d56e7e387 seed=2 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(13978,413)
  N=4 real_hotpotqa_01044_5a73b0975542992d56e7e387 seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2392,327)
  N=4 real_hotpotqa_01044_5a73b0975542992d56e7e387 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5382,800)
  N=4 real_hotpotqa_01220_5a8f8c6d5542997ba9cb32b1 seed=0 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2454,371)
  N=4 real_hotpotqa_01220_5a8f8c6d5542997ba9cb32b1 seed=0 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5455,1187)
  N=4 real_hotpotqa_01220_5a8f8c6d5542997ba9cb32b1 seed=0 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4908,649)
  N=4 real_hotpotqa_01220_5a8f8c6d5542997ba9cb32b1 seed=0 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4961,937)
  N=4 real_hotpotqa_01220_5a8f8c6d5542997ba9cb32b1 seed=0 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14350,454)
  N=4 real_hotpotqa_01220_5a8f8c6d5542997ba9cb32b1 seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2454,371)
  N=4 real_hotpotqa_01220_5a8f8c6d5542997ba9cb32b1 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5609,987)
  N=4 real_hotpotqa_01220_5a8f8c6d5542997ba9cb32b1 seed=1 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2454,425)
  N=4 real_hotpotqa_01220_5a8f8c6d5542997ba9cb32b1 seed=1 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5509,1228)
  N=4 real_hotpotqa_01220_5a8f8c6d5542997ba9cb32b1 seed=1 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4908,861)
  N=4 real_hotpotqa_01220_5a8f8c6d5542997ba9cb32b1 seed=1 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4961,920)
  N=4 real_hotpotqa_01220_5a8f8c6d5542997ba9cb32b1 seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14350,511)
  N=4 real_hotpotqa_01220_5a8f8c6d5542997ba9cb32b1 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2454,425)
  N=4 real_hotpotqa_01220_5a8f8c6d5542997ba9cb32b1 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5663,1070)
