Building 60 4-fault-injected hotpotqa_real examples (bench_seed=42, scan_limit=40000)...
Built 60 examples. seeds=[0, 1, 2], model=qwen-2.5-7b, arms=['direct', 'self_refine', 'full_regen', 'react', 'selfcheckgpt', 'reflexion', 'intro_specter']
  N=4 real_hotpotqa_00013_5a79ad485542994bb9457036 seed=0 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2344,287)
  N=4 real_hotpotqa_00636_5ae3f7575542995dadf24277 seed=0 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5223,590)
  N=4 real_hotpotqa_00636_5ae3f7575542995dadf24277 seed=0 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4956,360)
  N=4 real_hotpotqa_00636_5ae3f7575542995dadf24277 seed=0 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5009,756)
  N=4 real_hotpotqa_00636_5ae3f7575542995dadf24277 seed=0 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14572,417)
  N=4 real_hotpotqa_00636_5ae3f7575542995dadf24277 seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2478,216)
  N=4 real_hotpotqa_00636_5ae3f7575542995dadf24277 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5377,524)
  N=4 real_hotpotqa_00636_5ae3f7575542995dadf24277 seed=1 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2478,216)
  N=4 real_hotpotqa_00636_5ae3f7575542995dadf24277 seed=1 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5223,590)
  N=4 real_hotpotqa_00636_5ae3f7575542995dadf24277 seed=1 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4956,640)
  N=4 real_hotpotqa_00636_5ae3f7575542995dadf24277 seed=1 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5009,756)
  N=4 real_hotpotqa_00636_5ae3f7575542995dadf24277 seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14545,390)
  N=4 real_hotpotqa_00636_5ae3f7575542995dadf24277 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2478,216)
  N=4 real_hotpotqa_00636_5ae3f7575542995dadf24277 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5377,524)
  N=4 real_hotpotqa_00636_5ae3f7575542995dadf24277 seed=2 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2478,218)
  N=4 real_hotpotqa_00636_5ae3f7575542995dadf24277 seed=2 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5225,629)
  N=4 real_hotpotqa_00636_5ae3f7575542995dadf24277 seed=2 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4956,455)
  N=4 real_hotpotqa_00636_5ae3f7575542995dadf24277 seed=2 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5009,651)
  N=4 real_hotpotqa_00636_5ae3f7575542995dadf24277 seed=2 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14546,387)
  N=4 real_hotpotqa_00636_5ae3f7575542995dadf24277 seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2478,218)
  N=4 real_hotpotqa_00636_5ae3f7575542995dadf24277 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5379,514)
  N=4 real_hotpotqa_00870_5a7d2afb554299452d57bb41 seed=0 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2394,179)
  N=4 real_hotpotqa_00870_5a7d2afb554299452d57bb41 seed=0 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5066,647)
  N=4 real_hotpotqa_00870_5a7d2afb554299452d57bb41 seed=0 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4788,268)
  N=4 real_hotpotqa_00870_5a7d2afb554299452d57bb41 seed=0 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4841,670)
  N=4 real_hotpotqa_00870_5a7d2afb554299452d57bb41 seed=0 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(13854,247)
  N=4 real_hotpotqa_00870_5a7d2afb554299452d57bb41 seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2394,179)
  N=4 real_hotpotqa_00870_5a7d2afb554299452d57bb41 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5220,767)
  N=4 real_hotpotqa_00870_5a7d2afb554299452d57bb41 seed=1 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2394,179)
  N=4 real_hotpotqa_00870_5a7d2afb554299452d57bb41 seed=1 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5066,647)
  N=4 real_hotpotqa_00870_5a7d2afb554299452d57bb41 seed=1 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4788,356)
  N=4 real_hotpotqa_00870_5a7d2afb554299452d57bb41 seed=1 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4841,670)
  N=4 real_hotpotqa_00870_5a7d2afb554299452d57bb41 seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(13854,234)
  N=4 real_hotpotqa_00870_5a7d2afb554299452d57bb41 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2394,179)
  N=4 real_hotpotqa_00870_5a7d2afb554299452d57bb41 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5220,767)
  N=4 real_hotpotqa_00870_5a7d2afb554299452d57bb41 seed=2 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2394,174)
  N=4 real_hotpotqa_00870_5a7d2afb554299452d57bb41 seed=2 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5005,470)
  N=4 real_hotpotqa_00870_5a7d2afb554299452d57bb41 seed=2 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4788,291)
  N=4 real_hotpotqa_00870_5a7d2afb554299452d57bb41 seed=2 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4841,582)
  N=4 real_hotpotqa_00870_5a7d2afb554299452d57bb41 seed=2 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14002,269)
  N=4 real_hotpotqa_00870_5a7d2afb554299452d57bb41 seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2394,174)
  N=4 real_hotpotqa_00870_5a7d2afb554299452d57bb41 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5159,385)
  N=4 real_hotpotqa_00920_5a7fb1b25542992097ad2fb2 seed=0 arm=direct: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2371,89)
  N=4 real_hotpotqa_00920_5a7fb1b25542992097ad2fb2 seed=0 arm=self_refine: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4839,443)
  N=4 real_hotpotqa_00920_5a7fb1b25542992097ad2fb2 seed=0 arm=full_regen: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4742,175)
  N=4 real_hotpotqa_00920_5a7fb1b25542992097ad2fb2 seed=0 arm=react: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4830,537)
  N=4 real_hotpotqa_00920_5a7fb1b25542992097ad2fb2 seed=0 arm=selfcheckgpt: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(13897,243)
  N=4 real_hotpotqa_00920_5a7fb1b25542992097ad2fb2 seed=0 arm=reflexion: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(12457,446)
  N=4 real_hotpotqa_00920_5a7fb1b25542992097ad2fb2 seed=0 arm=intro_specter: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4993,211)
  N=4 real_hotpotqa_00920_5a7fb1b25542992097ad2fb2 seed=1 arm=direct: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2371,89)
  N=4 real_hotpotqa_00920_5a7fb1b25542992097ad2fb2 seed=1 arm=self_refine: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4839,443)
  N=4 real_hotpotqa_00920_5a7fb1b25542992097ad2fb2 seed=1 arm=full_regen: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4742,209)
  N=4 real_hotpotqa_00920_5a7fb1b25542992097ad2fb2 seed=1 arm=react: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4830,537)
  N=4 real_hotpotqa_00920_5a7fb1b25542992097ad2fb2 seed=1 arm=selfcheckgpt: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(13905,250)
  N=4 real_hotpotqa_00920_5a7fb1b25542992097ad2fb2 seed=1 arm=reflexion: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(12457,446)
  N=4 real_hotpotqa_00920_5a7fb1b25542992097ad2fb2 seed=1 arm=intro_specter: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4993,211)
  N=4 real_hotpotqa_00920_5a7fb1b25542992097ad2fb2 seed=2 arm=direct: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2371,91)
  N=4 real_hotpotqa_00920_5a7fb1b25542992097ad2fb2 seed=2 arm=self_refine: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4841,296)
  N=4 real_hotpotqa_00920_5a7fb1b25542992097ad2fb2 seed=2 arm=full_regen: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4742,277)
  N=4 real_hotpotqa_00920_5a7fb1b25542992097ad2fb2 seed=2 arm=react: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4795,630)
  N=4 real_hotpotqa_00920_5a7fb1b25542992097ad2fb2 seed=2 arm=selfcheckgpt: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(13875,235)
  N=4 real_hotpotqa_00920_5a7fb1b25542992097ad2fb2 seed=2 arm=reflexion: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(12461,459)
  N=4 real_hotpotqa_00920_5a7fb1b25542992097ad2fb2 seed=2 arm=intro_specter: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4995,213)
  N=4 real_hotpotqa_01044_5a73b0975542992d56e7e387 seed=0 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2419,219)
  N=4 real_hotpotqa_01044_5a73b0975542992d56e7e387 seed=0 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5159,672)
  N=4 real_hotpotqa_01044_5a73b0975542992d56e7e387 seed=0 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4838,482)
  N=4 real_hotpotqa_01044_5a73b0975542992d56e7e387 seed=0 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4891,559)
  N=4 real_hotpotqa_01044_5a73b0975542992d56e7e387 seed=0 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14210,416)
  N=4 real_hotpotqa_01044_5a73b0975542992d56e7e387 seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2419,219)
  N=4 real_hotpotqa_01044_5a73b0975542992d56e7e387 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5313,617)
  N=4 real_hotpotqa_01044_5a73b0975542992d56e7e387 seed=1 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2419,219)
  N=4 real_hotpotqa_01044_5a73b0975542992d56e7e387 seed=1 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5159,672)
  N=4 real_hotpotqa_01044_5a73b0975542992d56e7e387 seed=1 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4838,417)
  N=4 real_hotpotqa_01044_5a73b0975542992d56e7e387 seed=1 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4891,559)
  N=4 real_hotpotqa_01044_5a73b0975542992d56e7e387 seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14208,384)
  N=4 real_hotpotqa_01044_5a73b0975542992d56e7e387 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2419,219)
  N=4 real_hotpotqa_01044_5a73b0975542992d56e7e387 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5313,617)
  N=4 real_hotpotqa_01044_5a73b0975542992d56e7e387 seed=2 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2419,267)
  N=4 real_hotpotqa_01044_5a73b0975542992d56e7e387 seed=2 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5180,818)
  N=4 real_hotpotqa_01044_5a73b0975542992d56e7e387 seed=2 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4838,454)
  N=4 real_hotpotqa_01044_5a73b0975542992d56e7e387 seed=2 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4891,1049)
  N=4 real_hotpotqa_01044_5a73b0975542992d56e7e387 seed=2 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14194,446)
  N=4 real_hotpotqa_01044_5a73b0975542992d56e7e387 seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2419,267)
  N=4 real_hotpotqa_01044_5a73b0975542992d56e7e387 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5334,671)
  N=4 real_hotpotqa_01220_5a8f8c6d5542997ba9cb32b1 seed=0 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2456,222)
  N=4 real_hotpotqa_01220_5a8f8c6d5542997ba9cb32b1 seed=0 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5207,643)
  N=4 real_hotpotqa_01220_5a8f8c6d5542997ba9cb32b1 seed=0 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4912,442)
  N=4 real_hotpotqa_01220_5a8f8c6d5542997ba9cb32b1 seed=0 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4965,1074)
  N=4 real_hotpotqa_01220_5a8f8c6d5542997ba9cb32b1 seed=0 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14408,398)
  N=4 real_hotpotqa_01220_5a8f8c6d5542997ba9cb32b1 seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2456,222)
  N=4 real_hotpotqa_01220_5a8f8c6d5542997ba9cb32b1 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5361,521)
  N=4 real_hotpotqa_01220_5a8f8c6d5542997ba9cb32b1 seed=1 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2456,222)
  N=4 real_hotpotqa_01220_5a8f8c6d5542997ba9cb32b1 seed=1 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5207,643)
  N=4 real_hotpotqa_01220_5a8f8c6d5542997ba9cb32b1 seed=1 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4912,405)
  N=4 real_hotpotqa_01220_5a8f8c6d5542997ba9cb32b1 seed=1 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4965,1074)
  N=4 real_hotpotqa_01220_5a8f8c6d5542997ba9cb32b1 seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14405,382)
  N=4 real_hotpotqa_01220_5a8f8c6d5542997ba9cb32b1 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2456,222)
  N=4 real_hotpotqa_01220_5a8f8c6d5542997ba9cb32b1 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5361,521)
