Building 60 4-fault-injected hotpotqa_real examples (bench_seed=42, scan_limit=40000)...
Built 60 examples. seeds=[0, 1, 2], model=mistral-nemo-12b, arms=['direct', 'self_refine', 'full_regen', 'react', 'selfcheckgpt', 'reflexion', 'intro_specter']
  N=4 real_hotpotqa_00013_5a79ad485542994bb9457036 seed=0 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2367,208)
  N=4 real_hotpotqa_00636_5ae3f7575542995dadf24277 seed=0 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5612,1275)
  N=4 real_hotpotqa_00636_5ae3f7575542995dadf24277 seed=0 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4984,990)
  N=4 real_hotpotqa_00636_5ae3f7575542995dadf24277 seed=0 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5040,972)
  N=4 real_hotpotqa_00636_5ae3f7575542995dadf24277 seed=0 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14706,636)
  N=4 real_hotpotqa_00636_5ae3f7575542995dadf24277 seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2492,467)
  N=4 real_hotpotqa_00636_5ae3f7575542995dadf24277 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5764,973)
  N=4 real_hotpotqa_00636_5ae3f7575542995dadf24277 seed=1 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2492,467)
  N=4 real_hotpotqa_00636_5ae3f7575542995dadf24277 seed=1 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5612,1275)
  N=4 real_hotpotqa_00636_5ae3f7575542995dadf24277 seed=1 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4984,983)
  N=4 real_hotpotqa_00636_5ae3f7575542995dadf24277 seed=1 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5040,972)
  N=4 real_hotpotqa_00636_5ae3f7575542995dadf24277 seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14620,619)
  N=4 real_hotpotqa_00636_5ae3f7575542995dadf24277 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2492,467)
  N=4 real_hotpotqa_00636_5ae3f7575542995dadf24277 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5764,973)
  N=4 real_hotpotqa_00636_5ae3f7575542995dadf24277 seed=2 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2492,491)
  N=4 real_hotpotqa_00636_5ae3f7575542995dadf24277 seed=2 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5636,1312)
  N=4 real_hotpotqa_00636_5ae3f7575542995dadf24277 seed=2 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4984,1025)
  N=4 real_hotpotqa_00636_5ae3f7575542995dadf24277 seed=2 arm=react: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5040,1082)
  N=4 real_hotpotqa_00636_5ae3f7575542995dadf24277 seed=2 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14699,673)
  N=4 real_hotpotqa_00636_5ae3f7575542995dadf24277 seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2492,491)
  N=4 real_hotpotqa_00636_5ae3f7575542995dadf24277 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5788,994)
  N=4 real_hotpotqa_00870_5a7d2afb554299452d57bb41 seed=0 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2432,479)
  N=4 real_hotpotqa_00870_5a7d2afb554299452d57bb41 seed=0 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5479,1005)
  N=4 real_hotpotqa_00870_5a7d2afb554299452d57bb41 seed=0 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4864,884)
  N=4 real_hotpotqa_00870_5a7d2afb554299452d57bb41 seed=0 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4920,922)
  N=4 real_hotpotqa_00870_5a7d2afb554299452d57bb41 seed=0 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14448,674)
  N=4 real_hotpotqa_00870_5a7d2afb554299452d57bb41 seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2432,479)
  N=4 real_hotpotqa_00870_5a7d2afb554299452d57bb41 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5594,906)
  N=4 real_hotpotqa_00870_5a7d2afb554299452d57bb41 seed=1 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2432,479)
  N=4 real_hotpotqa_00870_5a7d2afb554299452d57bb41 seed=1 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5479,1005)
  N=4 real_hotpotqa_00870_5a7d2afb554299452d57bb41 seed=1 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4864,817)
  N=4 real_hotpotqa_00870_5a7d2afb554299452d57bb41 seed=1 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4920,922)
  N=4 real_hotpotqa_00870_5a7d2afb554299452d57bb41 seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(16986,781)
  N=4 real_hotpotqa_00870_5a7d2afb554299452d57bb41 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2432,479)
  N=4 real_hotpotqa_00870_5a7d2afb554299452d57bb41 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5594,906)
  N=4 real_hotpotqa_00870_5a7d2afb554299452d57bb41 seed=2 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2432,458)
  N=4 real_hotpotqa_00870_5a7d2afb554299452d57bb41 seed=2 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5442,1092)
  N=4 real_hotpotqa_00870_5a7d2afb554299452d57bb41 seed=2 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4864,693)
  N=4 real_hotpotqa_00870_5a7d2afb554299452d57bb41 seed=2 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4920,1041)
  N=4 real_hotpotqa_00870_5a7d2afb554299452d57bb41 seed=2 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14356,704)
  N=4 real_hotpotqa_00870_5a7d2afb554299452d57bb41 seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2432,458)
  N=4 real_hotpotqa_00870_5a7d2afb554299452d57bb41 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5594,1045)
  N=4 real_hotpotqa_00920_5a7fb1b25542992097ad2fb2 seed=0 arm=direct: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2399,424)
  N=4 real_hotpotqa_00920_5a7fb1b25542992097ad2fb2 seed=0 arm=self_refine: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5362,1143)
  N=4 real_hotpotqa_00920_5a7fb1b25542992097ad2fb2 seed=0 arm=full_regen: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4798,803)
  N=4 real_hotpotqa_00920_5a7fb1b25542992097ad2fb2 seed=0 arm=react: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4854,909)
  N=4 real_hotpotqa_00920_5a7fb1b25542992097ad2fb2 seed=0 arm=selfcheckgpt: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14073,558)
  N=4 real_hotpotqa_00920_5a7fb1b25542992097ad2fb2 seed=0 arm=reflexion: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14959,1847)
  N=4 real_hotpotqa_00920_5a7fb1b25542992097ad2fb2 seed=0 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5514,1079)
  N=4 real_hotpotqa_00920_5a7fb1b25542992097ad2fb2 seed=1 arm=direct: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2399,424)
  N=4 real_hotpotqa_00920_5a7fb1b25542992097ad2fb2 seed=1 arm=self_refine: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5362,1143)
  N=4 real_hotpotqa_00920_5a7fb1b25542992097ad2fb2 seed=1 arm=full_regen: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4798,850)
  N=4 real_hotpotqa_00920_5a7fb1b25542992097ad2fb2 seed=1 arm=react: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4854,909)
  N=4 real_hotpotqa_00920_5a7fb1b25542992097ad2fb2 seed=1 arm=selfcheckgpt: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14042,576)
  N=4 real_hotpotqa_00920_5a7fb1b25542992097ad2fb2 seed=1 arm=reflexion: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14959,1847)
  N=4 real_hotpotqa_00920_5a7fb1b25542992097ad2fb2 seed=1 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5514,1079)
  N=4 real_hotpotqa_00920_5a7fb1b25542992097ad2fb2 seed=2 arm=direct: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2399,430)
  N=4 real_hotpotqa_00920_5a7fb1b25542992097ad2fb2 seed=2 arm=self_refine: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5368,1217)
  N=4 real_hotpotqa_00920_5a7fb1b25542992097ad2fb2 seed=2 arm=full_regen: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4798,565)
  N=4 real_hotpotqa_00920_5a7fb1b25542992097ad2fb2 seed=2 arm=react: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(4854,849)
  N=4 real_hotpotqa_00920_5a7fb1b25542992097ad2fb2 seed=2 arm=selfcheckgpt: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(14047,553)
  N=4 real_hotpotqa_00920_5a7fb1b25542992097ad2fb2 seed=2 arm=reflexion: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(13815,6406)
  N=4 real_hotpotqa_00920_5a7fb1b25542992097ad2fb2 seed=2 arm=intro_specter: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5520,976)
  N=4 real_hotpotqa_01044_5a73b0975542992d56e7e387 seed=0 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2468,462)
  N=4 real_hotpotqa_01044_5a73b0975542992d56e7e387 seed=0 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5541,1265)
  N=4 real_hotpotqa_01044_5a73b0975542992d56e7e387 seed=0 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4936,809)
  N=4 real_hotpotqa_01044_5a73b0975542992d56e7e387 seed=0 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4992,998)
  N=4 real_hotpotqa_01044_5a73b0975542992d56e7e387 seed=0 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14443,578)
  N=4 real_hotpotqa_01044_5a73b0975542992d56e7e387 seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2468,462)
  N=4 real_hotpotqa_01044_5a73b0975542992d56e7e387 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5693,1002)
  N=4 real_hotpotqa_01044_5a73b0975542992d56e7e387 seed=1 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2468,462)
  N=4 real_hotpotqa_01044_5a73b0975542992d56e7e387 seed=1 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5541,1265)
  N=4 real_hotpotqa_01044_5a73b0975542992d56e7e387 seed=1 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4936,912)
  N=4 real_hotpotqa_01044_5a73b0975542992d56e7e387 seed=1 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4992,998)
  N=4 real_hotpotqa_01044_5a73b0975542992d56e7e387 seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14544,577)
  N=4 real_hotpotqa_01044_5a73b0975542992d56e7e387 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2468,462)
  N=4 real_hotpotqa_01044_5a73b0975542992d56e7e387 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5693,1002)
  N=4 real_hotpotqa_01044_5a73b0975542992d56e7e387 seed=2 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2468,315)
  N=4 real_hotpotqa_01044_5a73b0975542992d56e7e387 seed=2 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5352,1012)
  N=4 real_hotpotqa_01044_5a73b0975542992d56e7e387 seed=2 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4936,743)
  N=4 real_hotpotqa_01044_5a73b0975542992d56e7e387 seed=2 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4992,953)
  N=4 real_hotpotqa_01044_5a73b0975542992d56e7e387 seed=2 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14490,451)
  N=4 real_hotpotqa_01044_5a73b0975542992d56e7e387 seed=2 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2468,315)
  N=4 real_hotpotqa_01044_5a73b0975542992d56e7e387 seed=2 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5504,857)
  N=4 real_hotpotqa_01220_5a8f8c6d5542997ba9cb32b1 seed=0 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2487,604)
  N=4 real_hotpotqa_01220_5a8f8c6d5542997ba9cb32b1 seed=0 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5740,1550)
  N=4 real_hotpotqa_01220_5a8f8c6d5542997ba9cb32b1 seed=0 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4974,1080)
  N=4 real_hotpotqa_01220_5a8f8c6d5542997ba9cb32b1 seed=0 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5030,1259)
  N=4 real_hotpotqa_01220_5a8f8c6d5542997ba9cb32b1 seed=0 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14542,701)
  N=4 real_hotpotqa_01220_5a8f8c6d5542997ba9cb32b1 seed=0 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2487,604)
  N=4 real_hotpotqa_01220_5a8f8c6d5542997ba9cb32b1 seed=0 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5892,1425)
  N=4 real_hotpotqa_01220_5a8f8c6d5542997ba9cb32b1 seed=1 arm=direct: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2487,604)
  N=4 real_hotpotqa_01220_5a8f8c6d5542997ba9cb32b1 seed=1 arm=self_refine: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5740,1550)
  N=4 real_hotpotqa_01220_5a8f8c6d5542997ba9cb32b1 seed=1 arm=full_regen: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4974,1134)
  N=4 real_hotpotqa_01220_5a8f8c6d5542997ba9cb32b1 seed=1 arm=react: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5030,1259)
  N=4 real_hotpotqa_01220_5a8f8c6d5542997ba9cb32b1 seed=1 arm=selfcheckgpt: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(14549,710)
  N=4 real_hotpotqa_01220_5a8f8c6d5542997ba9cb32b1 seed=1 arm=reflexion: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2487,604)
  N=4 real_hotpotqa_01220_5a8f8c6d5542997ba9cb32b1 seed=1 arm=intro_specter: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5892,1425)
