Building 60 4-fault-injected longmemeval_real examples (bench_seed=42, scan_limit=40000, model=mistral-nemo-12b provider=openrouter model_id=mistralai/mistral-nemo)...
Built 60 examples. seeds=[0, 1, 2], arms=['direct', 'self_refine', 'reflexion', 'full_regen', 'react', 'selfcheckgpt', 'intro_specter']
  model=mistral-nemo-12b N=4 arm=direct real_lme_00018_gpt4_d31cdae3 seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2705,368)
  model=mistral-nemo-12b N=4 arm=direct real_lme_03718_gpt4_76048e76 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(2777,551)
  model=mistral-nemo-12b N=4 arm=direct real_lme_03718_gpt4_76048e76 seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(2777,551)
  model=mistral-nemo-12b N=4 arm=direct real_lme_03718_gpt4_76048e76 seed=2: per_fault={'ctx': True, 'bullets': False, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(2777,711)
  model=mistral-nemo-12b N=4 arm=direct real_lme_03815_gpt4_e05b82a6 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2675,323)
  model=mistral-nemo-12b N=4 arm=direct real_lme_03815_gpt4_e05b82a6 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2675,323)
  model=mistral-nemo-12b N=4 arm=direct real_lme_03815_gpt4_e05b82a6 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2675,331)
  model=mistral-nemo-12b N=4 arm=direct real_lme_03948_1a1907b4 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(3251,607)
  model=mistral-nemo-12b N=4 arm=direct real_lme_03948_1a1907b4 seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(3251,607)
  model=mistral-nemo-12b N=4 arm=direct real_lme_03948_1a1907b4 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': False, 'english': True} all_resolved=False n_resolved=2/4 tokens=(3251,494)
  model=mistral-nemo-12b N=4 arm=direct real_lme_04636_ba358f49_abs seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2835,147)
  model=mistral-nemo-12b N=4 arm=direct real_lme_04636_ba358f49_abs seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2835,147)
  model=mistral-nemo-12b N=4 arm=direct real_lme_04636_ba358f49_abs seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2834,277)
  model=mistral-nemo-12b N=4 arm=direct real_lme_04804_a89d7624 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(3074,396)
  model=mistral-nemo-12b N=4 arm=direct real_lme_04804_a89d7624 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(3074,396)
  model=mistral-nemo-12b N=4 arm=direct real_lme_04804_a89d7624 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(3074,394)
  model=mistral-nemo-12b N=4 arm=direct real_lme_04855_eeda8a6d_abs seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2740,180)
  model=mistral-nemo-12b N=4 arm=direct real_lme_04855_eeda8a6d_abs seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2740,180)
  model=mistral-nemo-12b N=4 arm=direct real_lme_04855_eeda8a6d_abs seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2740,121)
  model=mistral-nemo-12b N=4 arm=direct real_lme_05009_gpt4_a2d1d1f6 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2846,381)
  model=mistral-nemo-12b N=4 arm=direct real_lme_05009_gpt4_a2d1d1f6 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2846,381)
  model=mistral-nemo-12b N=4 arm=direct real_lme_05009_gpt4_a2d1d1f6 seed=2: per_fault={'ctx': True, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2845,340)
  model=mistral-nemo-12b N=4 arm=direct real_lme_05020_41275add seed=0: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2149,290)
  model=mistral-nemo-12b N=4 arm=direct real_lme_05020_41275add seed=1: per_fault={'ctx': True, 'bullets': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2149,290)
  model=mistral-nemo-12b N=4 arm=direct real_lme_05020_41275add seed=2: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2149,430)
  model=mistral-nemo-12b N=4 arm=direct real_lme_05138_603deb26 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2825,429)
  model=mistral-nemo-12b N=4 arm=direct real_lme_05138_603deb26 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2825,429)
  model=mistral-nemo-12b N=4 arm=direct real_lme_05138_603deb26 seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2825,450)
  model=mistral-nemo-12b N=4 arm=direct real_lme_05283_8b9d4367 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2513,281)
  model=mistral-nemo-12b N=4 arm=direct real_lme_05283_8b9d4367 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2513,281)
  model=mistral-nemo-12b N=4 arm=direct real_lme_05283_8b9d4367 seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2512,300)
  model=mistral-nemo-12b N=4 arm=direct real_lme_05580_gpt4_7bc6cf22 seed=0: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2665,311)
  model=mistral-nemo-12b N=4 arm=direct real_lme_05580_gpt4_7bc6cf22 seed=1: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2665,311)
  model=mistral-nemo-12b N=4 arm=direct real_lme_05580_gpt4_7bc6cf22 seed=2: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2665,390)
  model=mistral-nemo-12b N=4 arm=direct real_lme_05617_830ce83f seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2557,353)
  model=mistral-nemo-12b N=4 arm=direct real_lme_05617_830ce83f seed=1: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2557,353)
  model=mistral-nemo-12b N=4 arm=direct real_lme_05617_830ce83f seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2557,393)
  model=mistral-nemo-12b N=4 arm=direct real_lme_05649_15745da0_abs seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2602,159)
  model=mistral-nemo-12b N=4 arm=direct real_lme_05649_15745da0_abs seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2602,159)
  model=mistral-nemo-12b N=4 arm=direct real_lme_05649_15745da0_abs seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2602,388)
  model=mistral-nemo-12b N=4 arm=direct real_lme_05705_d905b33f seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2567,133)
  model=mistral-nemo-12b N=4 arm=direct real_lme_05705_d905b33f seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2567,133)
  model=mistral-nemo-12b N=4 arm=direct real_lme_05705_d905b33f seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2567,344)
  model=mistral-nemo-12b N=4 arm=direct real_lme_05757_gpt4_213fd887 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2718,460)
  model=mistral-nemo-12b N=4 arm=direct real_lme_05757_gpt4_213fd887 seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2718,460)
  model=mistral-nemo-12b N=4 arm=direct real_lme_05757_gpt4_213fd887 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2718,330)
  model=mistral-nemo-12b N=4 arm=direct real_lme_05821_0977f2af seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2803,356)
  model=mistral-nemo-12b N=4 arm=direct real_lme_05821_0977f2af seed=1: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2803,356)
  model=mistral-nemo-12b N=4 arm=direct real_lme_05821_0977f2af seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2803,382)
  model=mistral-nemo-12b N=4 arm=direct real_lme_05844_8550ddae seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2696,310)
  model=mistral-nemo-12b N=4 arm=direct real_lme_05844_8550ddae seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2696,310)
  model=mistral-nemo-12b N=4 arm=direct real_lme_05844_8550ddae seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2696,272)
--- [mistral-nemo-12b][direct] N=4: rows written=180 errors=0 tokens_in=487284 tokens_out=58074 ---
  model=mistral-nemo-12b N=4 arm=self_refine real_lme_00018_gpt4_d31cdae3 seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5862,905)
  model=mistral-nemo-12b N=4 arm=self_refine real_lme_00018_gpt4_d31cdae3 seed=1: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5862,905)
  model=mistral-nemo-12b N=4 arm=self_refine real_lme_00018_gpt4_d31cdae3 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5846,855)
  model=mistral-nemo-12b N=4 arm=self_refine real_lme_00049_0862e8bf_abs seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5927,919)
  model=mistral-nemo-12b N=4 arm=self_refine real_lme_00049_0862e8bf_abs seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5927,919)
  model=mistral-nemo-12b N=4 arm=self_refine real_lme_00049_0862e8bf_abs seed=2: per_fault={'ctx': False, 'concise': False, 'english': True, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(5850,762)
  model=mistral-nemo-12b N=4 arm=self_refine real_lme_00168_gpt4_68e94287 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(6746,1721)
  model=mistral-nemo-12b N=4 arm=self_refine real_lme_00168_gpt4_68e94287 seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(6746,1721)
  model=mistral-nemo-12b N=4 arm=self_refine real_lme_00168_gpt4_68e94287 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(6917,1898)
  model=mistral-nemo-12b N=4 arm=self_refine real_lme_00220_gpt4_2312f94c seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5748,662)
  model=mistral-nemo-12b N=4 arm=self_refine real_lme_00220_gpt4_2312f94c seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5748,662)
  model=mistral-nemo-12b N=4 arm=self_refine real_lme_00220_gpt4_2312f94c seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(6125,1689)
  model=mistral-nemo-12b N=4 arm=self_refine real_lme_00263_2698e78f seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5363,303)
  model=mistral-nemo-12b N=4 arm=self_refine real_lme_00263_2698e78f seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5363,303)
  model=mistral-nemo-12b N=4 arm=self_refine real_lme_00263_2698e78f seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5363,296)
  model=mistral-nemo-12b N=4 arm=self_refine real_lme_00322_0a34ad58 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6621,1139)
  model=mistral-nemo-12b N=4 arm=self_refine real_lme_00322_0a34ad58 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6621,1139)
  model=mistral-nemo-12b N=4 arm=self_refine real_lme_00322_0a34ad58 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6825,1325)
  model=mistral-nemo-12b N=4 arm=self_refine real_lme_00423_0e5e2d1a seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4833,683)
  model=mistral-nemo-12b N=4 arm=self_refine real_lme_00423_0e5e2d1a seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4833,683)
  model=mistral-nemo-12b N=4 arm=self_refine real_lme_00423_0e5e2d1a seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4918,674)
  model=mistral-nemo-12b N=4 arm=self_refine real_lme_00446_0ddfec37_abs seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5701,538)
  model=mistral-nemo-12b N=4 arm=self_refine real_lme_00446_0ddfec37_abs seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5701,538)
  model=mistral-nemo-12b N=4 arm=self_refine real_lme_00446_0ddfec37_abs seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5651,510)
  model=mistral-nemo-12b N=4 arm=self_refine real_lme_00448_c7dc5443 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5848,777)
  model=mistral-nemo-12b N=4 arm=self_refine real_lme_00448_c7dc5443 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5848,777)
  model=mistral-nemo-12b N=4 arm=self_refine real_lme_00448_c7dc5443 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(6350,1589)
  model=mistral-nemo-12b N=4 arm=self_refine real_lme_00491_gpt4_59149c78 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5805,679)
  model=mistral-nemo-12b N=4 arm=self_refine real_lme_00491_gpt4_59149c78 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5805,679)
  model=mistral-nemo-12b N=4 arm=self_refine real_lme_00491_gpt4_59149c78 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5950,935)
  model=mistral-nemo-12b N=4 arm=self_refine real_lme_00576_gpt4_85da3956 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5643,1036)
  model=mistral-nemo-12b N=4 arm=self_refine real_lme_00576_gpt4_85da3956 seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5643,1036)
  model=mistral-nemo-12b N=4 arm=self_refine real_lme_00576_gpt4_85da3956 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5523,789)
  model=mistral-nemo-12b N=4 arm=self_refine real_lme_00617_92a0aa75 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5509,801)
  model=mistral-nemo-12b N=4 arm=self_refine real_lme_00617_92a0aa75 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5509,801)
  model=mistral-nemo-12b N=4 arm=self_refine real_lme_00617_92a0aa75 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5475,868)
  model=mistral-nemo-12b N=4 arm=self_refine real_lme_00634_ad7109d1 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5680,856)
  model=mistral-nemo-12b N=4 arm=self_refine real_lme_00634_ad7109d1 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5680,856)
  model=mistral-nemo-12b N=4 arm=self_refine real_lme_00634_ad7109d1 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5623,747)
  model=mistral-nemo-12b N=4 arm=self_refine real_lme_00780_eeda8a6d seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5782,869)
  model=mistral-nemo-12b N=4 arm=self_refine real_lme_00780_eeda8a6d seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5782,869)
  model=mistral-nemo-12b N=4 arm=self_refine real_lme_00780_eeda8a6d seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(5963,1117)
