Building 60 2-fault-injected longmemeval_real examples (bench_seed=42, scan_limit=3000, model=llama-3.3-70b provider=together model_id=meta-llama/Llama-3.3-70B-Instruct-Turbo)...
  model=llama-3.3-70b N=2 arm=direct real_lme_00066_8e91e7d9 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(2026,381)
  model=llama-3.3-70b N=2 arm=direct real_lme_00066_8e91e7d9 seed=2: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(2026,212)
  model=llama-3.3-70b N=2 arm=direct real_lme_00067_41698283 seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(2223,326)
  model=llama-3.3-70b N=2 arm=direct real_lme_00067_41698283 seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(2223,293)
  model=llama-3.3-70b N=2 arm=direct real_lme_00067_41698283 seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(2223,290)
  model=llama-3.3-70b N=2 arm=direct real_lme_00068_dad224aa seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(2245,279)
  model=llama-3.3-70b N=2 arm=direct real_lme_00068_dad224aa seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(2245,283)
  model=llama-3.3-70b N=2 arm=direct real_lme_00068_dad224aa seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(2245,316)
  model=llama-3.3-70b N=2 arm=direct real_lme_00069_gpt4_31ff4165 seed=0: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(2348,519)
  model=llama-3.3-70b N=2 arm=direct real_lme_00069_gpt4_31ff4165 seed=1: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(2348,324)
  model=llama-3.3-70b N=2 arm=direct real_lme_00069_gpt4_31ff4165 seed=2: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(2348,280)
  model=llama-3.3-70b N=2 arm=direct real_lme_00070_bc149d6b seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(2263,269)
  model=llama-3.3-70b N=2 arm=direct real_lme_00070_bc149d6b seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(2263,228)
  model=llama-3.3-70b N=2 arm=direct real_lme_00070_bc149d6b seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(2263,301)
  model=llama-3.3-70b N=2 arm=direct real_lme_00071_51b23612 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2103,266)
  model=llama-3.3-70b N=2 arm=direct real_lme_00071_51b23612 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2103,215)
  model=llama-3.3-70b N=2 arm=direct real_lme_00071_51b23612 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2103,230)
  model=llama-3.3-70b N=2 arm=direct real_lme_00072_08f4fc43 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(2192,327)
  model=llama-3.3-70b N=2 arm=direct real_lme_00072_08f4fc43 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(2192,529)
  model=llama-3.3-70b N=2 arm=direct real_lme_00072_08f4fc43 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(2192,299)
  model=llama-3.3-70b N=2 arm=direct real_lme_00073_89941a94 seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(2242,264)
  model=llama-3.3-70b N=2 arm=direct real_lme_00073_89941a94 seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(2242,295)
  model=llama-3.3-70b N=2 arm=direct real_lme_00073_89941a94 seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(2242,259)
  model=llama-3.3-70b N=2 arm=direct real_lme_00074_681a1674 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(2078,449)
  model=llama-3.3-70b N=2 arm=direct real_lme_00074_681a1674 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(2078,289)
  model=llama-3.3-70b N=2 arm=direct real_lme_00074_681a1674 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(2078,451)
--- [llama-3.3-70b][direct] N=2: rows written=180 errors=0 tokens_in=397026 tokens_out=61578 ---
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00000_gpt4_2ba83207 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5112,854)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00000_gpt4_2ba83207 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5611,1728)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00000_gpt4_2ba83207 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5288,1164)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00001_603deb26 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5423,1019)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00001_603deb26 seed=1: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(5321,955)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00001_603deb26 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5436,1041)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00002_51c32626 seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4675,893)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00002_51c32626 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4674,861)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00002_51c32626 seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4663,854)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00004_gpt4_2655b836 seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4598,657)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00004_gpt4_2655b836 seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4592,644)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00004_gpt4_2655b836 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4567,657)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00005_2698e78f_abs seed=0: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(4517,684)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00005_2698e78f_abs seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4673,905)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00005_2698e78f_abs seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4525,623)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00006_gpt4_1d80365e seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(5040,1222)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00006_gpt4_1d80365e seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(5022,1302)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00006_gpt4_1d80365e seed=2: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(5314,1854)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00007_5025383b seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4374,724)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00007_5025383b seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4375,675)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00007_5025383b seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4363,703)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00008_gpt4_cd90e484 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4687,894)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00008_gpt4_cd90e484 seed=1: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4765,1053)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00008_gpt4_cd90e484 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4738,990)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00009_c19f7a0b seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5109,1079)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00009_c19f7a0b seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5067,1253)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00009_c19f7a0b seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4987,951)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00010_0a34ad58 seed=0: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(5659,1089)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00010_0a34ad58 seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(5666,891)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00010_0a34ad58 seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(5644,884)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00011_gpt4_65aabe59 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(5023,752)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00011_gpt4_65aabe59 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(5120,913)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00011_gpt4_65aabe59 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(5119,996)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00012_d6233ab6 seed=0: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(5440,920)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00012_d6233ab6 seed=1: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(5459,952)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00012_d6233ab6 seed=2: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(5453,949)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00014_gpt4_c27434e8_abs seed=0: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4576,808)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00014_gpt4_c27434e8_abs seed=1: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4576,807)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00014_gpt4_c27434e8_abs seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4662,972)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00016_f8c5f88b seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4939,809)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00016_f8c5f88b seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4960,839)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00016_f8c5f88b seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4918,865)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00018_gpt4_d31cdae3 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5184,645)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00018_gpt4_d31cdae3 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5203,991)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00018_gpt4_d31cdae3 seed=2: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(5264,1156)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00019_gpt4_e414231f seed=0: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(4996,840)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00019_gpt4_e414231f seed=1: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(4996,745)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00019_gpt4_e414231f seed=2: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(5040,910)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00021_e56a43b9 seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(5131,813)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00021_e56a43b9 seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(5150,840)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00021_e56a43b9 seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(5397,1162)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00022_6cb6f249 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4598,1099)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00022_6cb6f249 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4525,1046)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00022_6cb6f249 seed=2: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4598,1263)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00023_e48988bc seed=0: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(3812,745)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00023_e48988bc seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(3811,767)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00023_e48988bc seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(3811,676)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00025_gpt4_4929293b seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5163,1750)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00025_gpt4_4929293b seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4824,1137)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00025_gpt4_4929293b seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5311,1476)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00027_21d02d0d seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4984,962)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00027_21d02d0d seed=1: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(5189,1320)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00027_21d02d0d seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4927,864)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00028_1f2b8d4f seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4804,824)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00028_1f2b8d4f seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4959,1078)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00028_1f2b8d4f seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4803,871)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00029_a11281a2 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4922,984)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00029_a11281a2 seed=1: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4966,855)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00029_a11281a2 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(5030,989)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00030_1de5cff2 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4279,1166)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00030_1de5cff2 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4274,1095)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00030_1de5cff2 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4277,1144)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00031_8ebdbe50 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4213,764)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00031_8ebdbe50 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4212,699)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00031_8ebdbe50 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4364,952)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00032_22d2cb42 seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4583,731)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00032_22d2cb42 seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4486,670)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00032_22d2cb42 seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4512,568)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00033_gpt4_385a5000 seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(5088,1019)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00033_gpt4_385a5000 seed=1: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(5098,994)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00033_gpt4_385a5000 seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(5028,933)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00034_95bcc1c8 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4677,758)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00034_95bcc1c8 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4668,924)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00034_95bcc1c8 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4964,1280)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00035_gpt4_2312f94c seed=0: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4599,666)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00035_gpt4_2312f94c seed=1: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4576,620)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00035_gpt4_2312f94c seed=2: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4517,526)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00036_gpt4_468eb063 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4608,699)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00036_gpt4_468eb063 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4608,755)
  model=llama-3.3-70b N=2 arm=self_refine real_lme_00036_gpt4_468eb063 seed=2: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(4707,898)
