Building 60 4-fault-injected longmemeval_real examples (bench_seed=42, scan_limit=40000, model=qwen-2.5-7b provider=openrouter model_id=qwen/qwen-2.5-7b-instruct)...
Built 60 examples. seeds=[0, 1, 2], arms=['direct', 'self_refine', 'reflexion', 'full_regen', 'react', 'selfcheckgpt', 'intro_specter']
  model=qwen-2.5-7b N=4 arm=direct real_lme_00018_gpt4_d31cdae3 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2657,150)
  model=qwen-2.5-7b N=4 arm=direct real_lme_03718_gpt4_76048e76 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2717,308)
  model=qwen-2.5-7b N=4 arm=direct real_lme_03718_gpt4_76048e76 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2717,308)
  model=qwen-2.5-7b N=4 arm=direct real_lme_03718_gpt4_76048e76 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2717,299)
  model=qwen-2.5-7b N=4 arm=direct real_lme_03815_gpt4_e05b82a6 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2618,322)
  model=qwen-2.5-7b N=4 arm=direct real_lme_03815_gpt4_e05b82a6 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2618,322)
  model=qwen-2.5-7b N=4 arm=direct real_lme_03815_gpt4_e05b82a6 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2618,286)
  model=qwen-2.5-7b N=4 arm=direct real_lme_03948_1a1907b4 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(3151,315)
  model=qwen-2.5-7b N=4 arm=direct real_lme_03948_1a1907b4 seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(3151,315)
  model=qwen-2.5-7b N=4 arm=direct real_lme_03948_1a1907b4 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(3151,270)
  model=qwen-2.5-7b N=4 arm=direct real_lme_04636_ba358f49_abs seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(2760,333)
  model=qwen-2.5-7b N=4 arm=direct real_lme_04636_ba358f49_abs seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(2760,333)
  model=qwen-2.5-7b N=4 arm=direct real_lme_04636_ba358f49_abs seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(2760,386)
  model=qwen-2.5-7b N=4 arm=direct real_lme_04804_a89d7624 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2996,222)
  model=qwen-2.5-7b N=4 arm=direct real_lme_04804_a89d7624 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2996,222)
  model=qwen-2.5-7b N=4 arm=direct real_lme_04804_a89d7624 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2996,312)
  model=qwen-2.5-7b N=4 arm=direct real_lme_04855_eeda8a6d_abs seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2685,334)
  model=qwen-2.5-7b N=4 arm=direct real_lme_04855_eeda8a6d_abs seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2685,334)
  model=qwen-2.5-7b N=4 arm=direct real_lme_04855_eeda8a6d_abs seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2685,338)
  model=qwen-2.5-7b N=4 arm=direct real_lme_05009_gpt4_a2d1d1f6 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2720,260)
  model=qwen-2.5-7b N=4 arm=direct real_lme_05009_gpt4_a2d1d1f6 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2720,260)
  model=qwen-2.5-7b N=4 arm=direct real_lme_05009_gpt4_a2d1d1f6 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2720,237)
  model=qwen-2.5-7b N=4 arm=direct real_lme_05020_41275add seed=0: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2098,107)
  model=qwen-2.5-7b N=4 arm=direct real_lme_05020_41275add seed=1: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2098,107)
  model=qwen-2.5-7b N=4 arm=direct real_lme_05020_41275add seed=2: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2098,107)
  model=qwen-2.5-7b N=4 arm=direct real_lme_05138_603deb26 seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2754,302)
  model=qwen-2.5-7b N=4 arm=direct real_lme_05138_603deb26 seed=1: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2754,302)
  model=qwen-2.5-7b N=4 arm=direct real_lme_05138_603deb26 seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2754,188)
  model=qwen-2.5-7b N=4 arm=direct real_lme_05283_8b9d4367 seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2470,281)
  model=qwen-2.5-7b N=4 arm=direct real_lme_05283_8b9d4367 seed=1: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2470,281)
  model=qwen-2.5-7b N=4 arm=direct real_lme_05283_8b9d4367 seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2470,281)
  model=qwen-2.5-7b N=4 arm=direct real_lme_05580_gpt4_7bc6cf22 seed=0: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2609,95)
  model=qwen-2.5-7b N=4 arm=direct real_lme_05580_gpt4_7bc6cf22 seed=1: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2609,95)
  model=qwen-2.5-7b N=4 arm=direct real_lme_05580_gpt4_7bc6cf22 seed=2: per_fault={'ctx': False, 'bullets': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2609,94)
  model=qwen-2.5-7b N=4 arm=direct real_lme_05617_830ce83f seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2492,184)
  model=qwen-2.5-7b N=4 arm=direct real_lme_05617_830ce83f seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2492,184)
  model=qwen-2.5-7b N=4 arm=direct real_lme_05617_830ce83f seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(2492,180)
  model=qwen-2.5-7b N=4 arm=direct real_lme_05649_15745da0_abs seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2555,143)
  model=qwen-2.5-7b N=4 arm=direct real_lme_05649_15745da0_abs seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2555,143)
  model=qwen-2.5-7b N=4 arm=direct real_lme_05649_15745da0_abs seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2555,146)
  model=qwen-2.5-7b N=4 arm=direct real_lme_05705_d905b33f seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2496,179)
  model=qwen-2.5-7b N=4 arm=direct real_lme_05705_d905b33f seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'english': True} all_resolved=True n_resolved=4/4 tokens=(2496,179)
  model=qwen-2.5-7b N=4 arm=direct real_lme_05705_d905b33f seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2496,322)
  model=qwen-2.5-7b N=4 arm=direct real_lme_05757_gpt4_213fd887 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2676,250)
  model=qwen-2.5-7b N=4 arm=direct real_lme_05757_gpt4_213fd887 seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2676,250)
  model=qwen-2.5-7b N=4 arm=direct real_lme_05757_gpt4_213fd887 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(2676,232)
  model=qwen-2.5-7b N=4 arm=direct real_lme_05821_0977f2af seed=0: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2663,287)
  model=qwen-2.5-7b N=4 arm=direct real_lme_05821_0977f2af seed=1: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2663,287)
  model=qwen-2.5-7b N=4 arm=direct real_lme_05821_0977f2af seed=2: per_fault={'ctx': True, 'concise': True, 'english': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2663,289)
  model=qwen-2.5-7b N=4 arm=direct real_lme_05844_8550ddae seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2620,132)
  model=qwen-2.5-7b N=4 arm=direct real_lme_05844_8550ddae seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2620,132)
  model=qwen-2.5-7b N=4 arm=direct real_lme_05844_8550ddae seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(2620,132)
--- [qwen-2.5-7b][direct] N=4: rows written=180 errors=0 tokens_in=475740 tokens_out=38325 ---
  model=qwen-2.5-7b N=4 arm=self_refine real_lme_00018_gpt4_d31cdae3 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5516,440)
  model=qwen-2.5-7b N=4 arm=self_refine real_lme_00018_gpt4_d31cdae3 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5516,440)
  model=qwen-2.5-7b N=4 arm=self_refine real_lme_00018_gpt4_d31cdae3 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5691,671)
  model=qwen-2.5-7b N=4 arm=self_refine real_lme_00049_0862e8bf_abs seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5603,353)
  model=qwen-2.5-7b N=4 arm=self_refine real_lme_00049_0862e8bf_abs seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5603,353)
  model=qwen-2.5-7b N=4 arm=self_refine real_lme_00049_0862e8bf_abs seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5626,426)
  model=qwen-2.5-7b N=4 arm=self_refine real_lme_00168_gpt4_68e94287 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(6123,880)
  model=qwen-2.5-7b N=4 arm=self_refine real_lme_00168_gpt4_68e94287 seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(6123,880)
  model=qwen-2.5-7b N=4 arm=self_refine real_lme_00168_gpt4_68e94287 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(6093,820)
  model=qwen-2.5-7b N=4 arm=self_refine real_lme_00220_gpt4_2312f94c seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5651,617)
  model=qwen-2.5-7b N=4 arm=self_refine real_lme_00220_gpt4_2312f94c seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5651,617)
  model=qwen-2.5-7b N=4 arm=self_refine real_lme_00220_gpt4_2312f94c seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5642,617)
  model=qwen-2.5-7b N=4 arm=self_refine real_lme_00263_2698e78f seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(5512,653)
  model=qwen-2.5-7b N=4 arm=self_refine real_lme_00263_2698e78f seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(5512,653)
  model=qwen-2.5-7b N=4 arm=self_refine real_lme_00263_2698e78f seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(5485,565)
  model=qwen-2.5-7b N=4 arm=self_refine real_lme_00322_0a34ad58 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6248,607)
  model=qwen-2.5-7b N=4 arm=self_refine real_lme_00322_0a34ad58 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6248,607)
  model=qwen-2.5-7b N=4 arm=self_refine real_lme_00322_0a34ad58 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(6254,610)
  model=qwen-2.5-7b N=4 arm=self_refine real_lme_00423_0e5e2d1a seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4799,589)
  model=qwen-2.5-7b N=4 arm=self_refine real_lme_00423_0e5e2d1a seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4799,589)
  model=qwen-2.5-7b N=4 arm=self_refine real_lme_00423_0e5e2d1a seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(4802,595)
  model=qwen-2.5-7b N=4 arm=self_refine real_lme_00446_0ddfec37_abs seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': False, 'preamble': False} all_resolved=False n_resolved=1/4 tokens=(5528,695)
  model=qwen-2.5-7b N=4 arm=self_refine real_lme_00446_0ddfec37_abs seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': False, 'preamble': False} all_resolved=False n_resolved=1/4 tokens=(5528,695)
  model=qwen-2.5-7b N=4 arm=self_refine real_lme_00446_0ddfec37_abs seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=2/4 tokens=(5543,650)
  model=qwen-2.5-7b N=4 arm=self_refine real_lme_00448_c7dc5443 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5673,575)
  model=qwen-2.5-7b N=4 arm=self_refine real_lme_00448_c7dc5443 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5673,575)
  model=qwen-2.5-7b N=4 arm=self_refine real_lme_00448_c7dc5443 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': True, 'preamble': True} all_resolved=True n_resolved=4/4 tokens=(5609,492)
  model=qwen-2.5-7b N=4 arm=self_refine real_lme_00491_gpt4_59149c78 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5696,618)
  model=qwen-2.5-7b N=4 arm=self_refine real_lme_00491_gpt4_59149c78 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5696,618)
  model=qwen-2.5-7b N=4 arm=self_refine real_lme_00491_gpt4_59149c78 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5617,462)
  model=qwen-2.5-7b N=4 arm=self_refine real_lme_00576_gpt4_85da3956 seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5335,522)
  model=qwen-2.5-7b N=4 arm=self_refine real_lme_00576_gpt4_85da3956 seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5335,522)
  model=qwen-2.5-7b N=4 arm=self_refine real_lme_00576_gpt4_85da3956 seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5412,704)
  model=qwen-2.5-7b N=4 arm=self_refine real_lme_00617_92a0aa75 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5043,230)
  model=qwen-2.5-7b N=4 arm=self_refine real_lme_00617_92a0aa75 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5043,230)
  model=qwen-2.5-7b N=4 arm=self_refine real_lme_00617_92a0aa75 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5122,346)
  model=qwen-2.5-7b N=4 arm=self_refine real_lme_00634_ad7109d1 seed=0: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5289,389)
  model=qwen-2.5-7b N=4 arm=self_refine real_lme_00634_ad7109d1 seed=1: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5289,389)
  model=qwen-2.5-7b N=4 arm=self_refine real_lme_00634_ad7109d1 seed=2: per_fault={'ctx': True, 'bullets': True, 'concise': False, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5294,394)
  model=qwen-2.5-7b N=4 arm=self_refine real_lme_00780_eeda8a6d seed=0: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5846,974)
  model=qwen-2.5-7b N=4 arm=self_refine real_lme_00780_eeda8a6d seed=1: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5846,974)
  model=qwen-2.5-7b N=4 arm=self_refine real_lme_00780_eeda8a6d seed=2: per_fault={'ctx': False, 'bullets': True, 'concise': True, 'english': True} all_resolved=False n_resolved=3/4 tokens=(5668,640)
  model=qwen-2.5-7b N=4 arm=self_refine real_lme_00888_gpt4_2d58bcd6 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5368,350)
  model=qwen-2.5-7b N=4 arm=self_refine real_lme_00888_gpt4_2d58bcd6 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5368,350)
  model=qwen-2.5-7b N=4 arm=self_refine real_lme_00888_gpt4_2d58bcd6 seed=2: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5384,376)
  model=qwen-2.5-7b N=4 arm=self_refine real_lme_01107_08e075c7 seed=0: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5457,487)
  model=qwen-2.5-7b N=4 arm=self_refine real_lme_01107_08e075c7 seed=1: per_fault={'ctx': False, 'concise': True, 'english': True, 'preamble': True} all_resolved=False n_resolved=3/4 tokens=(5457,487)
