Building 60 2-fault-injected longmemeval_real examples (bench_seed=42, scan_limit=3000, model=mistral-nemo-12b provider=openrouter model_id=mistralai/mistral-nemo)...
  model=mistral-nemo-12b N=2 arm=direct real_lme_00066_8e91e7d9 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(2089,411)
  model=mistral-nemo-12b N=2 arm=direct real_lme_00067_41698283 seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(2340,330)
  model=mistral-nemo-12b N=2 arm=direct real_lme_00067_41698283 seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(2340,330)
  model=mistral-nemo-12b N=2 arm=direct real_lme_00067_41698283 seed=2: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(2340,614)
  model=mistral-nemo-12b N=2 arm=direct real_lme_00068_dad224aa seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2312,215)
  model=mistral-nemo-12b N=2 arm=direct real_lme_00068_dad224aa seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2312,215)
  model=mistral-nemo-12b N=2 arm=direct real_lme_00068_dad224aa seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2312,423)
  model=mistral-nemo-12b N=2 arm=direct real_lme_00069_gpt4_31ff4165 seed=0: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(2447,483)
  model=mistral-nemo-12b N=2 arm=direct real_lme_00069_gpt4_31ff4165 seed=1: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(2447,483)
  model=mistral-nemo-12b N=2 arm=direct real_lme_00069_gpt4_31ff4165 seed=2: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(2447,619)
  model=mistral-nemo-12b N=2 arm=direct real_lme_00070_bc149d6b seed=0: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(2327,392)
  model=mistral-nemo-12b N=2 arm=direct real_lme_00070_bc149d6b seed=1: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(2327,392)
  model=mistral-nemo-12b N=2 arm=direct real_lme_00070_bc149d6b seed=2: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(2327,213)
  model=mistral-nemo-12b N=2 arm=direct real_lme_00071_51b23612 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2163,260)
  model=mistral-nemo-12b N=2 arm=direct real_lme_00071_51b23612 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2163,260)
  model=mistral-nemo-12b N=2 arm=direct real_lme_00071_51b23612 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2163,352)
  model=mistral-nemo-12b N=2 arm=direct real_lme_00072_08f4fc43 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(2249,361)
  model=mistral-nemo-12b N=2 arm=direct real_lme_00072_08f4fc43 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(2249,361)
  model=mistral-nemo-12b N=2 arm=direct real_lme_00072_08f4fc43 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(2249,368)
  model=mistral-nemo-12b N=2 arm=direct real_lme_00073_89941a94 seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(2297,139)
  model=mistral-nemo-12b N=2 arm=direct real_lme_00073_89941a94 seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(2297,139)
  model=mistral-nemo-12b N=2 arm=direct real_lme_00073_89941a94 seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(2297,146)
  model=mistral-nemo-12b N=2 arm=direct real_lme_00074_681a1674 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(2167,304)
  model=mistral-nemo-12b N=2 arm=direct real_lme_00074_681a1674 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(2167,304)
  model=mistral-nemo-12b N=2 arm=direct real_lme_00074_681a1674 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(2167,242)
--- [mistral-nemo-12b][direct] N=2: rows written=177 errors=0 tokens_in=401788 tokens_out=59761 ---
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00000_gpt4_2ba83207 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5443,1084)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00000_gpt4_2ba83207 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5443,1084)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00000_gpt4_2ba83207 seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(5435,1099)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00001_603deb26 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5445,855)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00001_603deb26 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5445,855)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00001_603deb26 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5627,1268)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00002_51c32626 seed=0: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4752,1033)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00002_51c32626 seed=1: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4752,1033)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00002_51c32626 seed=2: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4742,988)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00004_gpt4_2655b836 seed=0: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(4845,1108)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00004_gpt4_2655b836 seed=1: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(4845,1108)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00004_gpt4_2655b836 seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4793,786)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00005_2698e78f_abs seed=0: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(4828,1197)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00005_2698e78f_abs seed=1: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(4828,1197)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00005_2698e78f_abs seed=2: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(4753,1066)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00006_gpt4_1d80365e seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(5025,840)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00006_gpt4_1d80365e seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(5025,840)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00006_gpt4_1d80365e seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(5054,711)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00007_5025383b seed=0: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4459,650)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00007_5025383b seed=1: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4459,650)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00007_5025383b seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4476,744)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00008_gpt4_cd90e484 seed=0: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4752,810)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00008_gpt4_cd90e484 seed=1: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4752,810)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00008_gpt4_cd90e484 seed=2: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4806,865)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00009_c19f7a0b seed=0: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4950,560)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00009_c19f7a0b seed=1: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4950,560)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00009_c19f7a0b seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5197,1092)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00010_0a34ad58 seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(5948,988)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00010_0a34ad58 seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(5948,988)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00010_0a34ad58 seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(6138,1442)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00011_gpt4_65aabe59 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(5164,811)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00011_gpt4_65aabe59 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(5164,811)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00011_gpt4_65aabe59 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(5293,1051)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00012_d6233ab6 seed=0: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(5567,778)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00012_d6233ab6 seed=1: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(5567,778)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00012_d6233ab6 seed=2: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(5569,687)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00014_gpt4_c27434e8_abs seed=0: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(5671,2176)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00014_gpt4_c27434e8_abs seed=1: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(5671,2176)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00014_gpt4_c27434e8_abs seed=2: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4877,981)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00016_f8c5f88b seed=0: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(5100,903)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00016_f8c5f88b seed=1: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(5100,903)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00016_f8c5f88b seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4980,734)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00018_gpt4_d31cdae3 seed=0: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(5199,860)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00018_gpt4_d31cdae3 seed=1: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(5199,860)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00018_gpt4_d31cdae3 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5274,767)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00019_gpt4_e414231f seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(5091,880)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00019_gpt4_e414231f seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(5091,880)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00019_gpt4_e414231f seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(5154,975)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00021_e56a43b9 seed=0: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(5356,1075)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00021_e56a43b9 seed=1: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(5356,1075)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00021_e56a43b9 seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(5414,1265)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00022_6cb6f249 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4544,804)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00022_6cb6f249 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4544,804)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00022_6cb6f249 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4645,885)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00023_e48988bc seed=0: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(3883,903)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00023_e48988bc seed=1: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(3883,903)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00023_e48988bc seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(3925,867)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00025_gpt4_4929293b seed=0: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(5030,1352)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00025_gpt4_4929293b seed=1: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(5030,1352)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00025_gpt4_4929293b seed=2: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(4715,873)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00027_21d02d0d seed=0: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(5027,987)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00027_21d02d0d seed=1: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(5027,987)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00027_21d02d0d seed=2: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(5185,1214)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00028_1f2b8d4f seed=0: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(4967,1010)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00028_1f2b8d4f seed=1: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(4967,1010)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00028_1f2b8d4f seed=2: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(5225,1430)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00029_a11281a2 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(5061,948)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00029_a11281a2 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(5061,948)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00029_a11281a2 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(5020,1095)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00030_1de5cff2 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4314,913)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00030_1de5cff2 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4314,913)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00030_1de5cff2 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4318,902)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00031_8ebdbe50 seed=0: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4448,940)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00031_8ebdbe50 seed=1: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4448,940)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00031_8ebdbe50 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4490,981)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00032_22d2cb42 seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4722,781)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00032_22d2cb42 seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4722,781)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00032_22d2cb42 seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4742,837)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00033_gpt4_385a5000 seed=0: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(5124,995)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00033_gpt4_385a5000 seed=1: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(5124,995)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00033_gpt4_385a5000 seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4998,1101)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00034_95bcc1c8 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4786,871)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00034_95bcc1c8 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4786,871)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00034_95bcc1c8 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4711,844)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00035_gpt4_2312f94c seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4779,847)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00035_gpt4_2312f94c seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4779,847)
  model=mistral-nemo-12b N=2 arm=self_refine real_lme_00035_gpt4_2312f94c seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4783,857)
