Building 60 2-fault-injected longmemeval_real examples (bench_seed=42, scan_limit=3000, model=llama-3.1-8b provider=openrouter model_id=meta-llama/llama-3.1-8b-instruct)...
  model=llama-3.1-8b N=2 arm=direct real_lme_00066_8e91e7d9 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(2006,222)
  model=llama-3.1-8b N=2 arm=direct real_lme_00066_8e91e7d9 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(2006,222)
  model=llama-3.1-8b N=2 arm=direct real_lme_00067_41698283 seed=0: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(2203,289)
  model=llama-3.1-8b N=2 arm=direct real_lme_00067_41698283 seed=1: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(2203,289)
  model=llama-3.1-8b N=2 arm=direct real_lme_00067_41698283 seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(2223,105)
  model=llama-3.1-8b N=2 arm=direct real_lme_00068_dad224aa seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2245,84)
  model=llama-3.1-8b N=2 arm=direct real_lme_00068_dad224aa seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2245,84)
  model=llama-3.1-8b N=2 arm=direct real_lme_00068_dad224aa seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2225,258)
  model=llama-3.1-8b N=2 arm=direct real_lme_00069_gpt4_31ff4165 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(2328,271)
  model=llama-3.1-8b N=2 arm=direct real_lme_00069_gpt4_31ff4165 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(2328,271)
  model=llama-3.1-8b N=2 arm=direct real_lme_00069_gpt4_31ff4165 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(2328,214)
  model=llama-3.1-8b N=2 arm=direct real_lme_00070_bc149d6b seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(2243,62)
  model=llama-3.1-8b N=2 arm=direct real_lme_00070_bc149d6b seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(2243,62)
  model=llama-3.1-8b N=2 arm=direct real_lme_00070_bc149d6b seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(2263,120)
  model=llama-3.1-8b N=2 arm=direct real_lme_00071_51b23612 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2083,323)
  model=llama-3.1-8b N=2 arm=direct real_lme_00071_51b23612 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2083,323)
  model=llama-3.1-8b N=2 arm=direct real_lme_00071_51b23612 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2103,285)
  model=llama-3.1-8b N=2 arm=direct real_lme_00072_08f4fc43 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(2172,291)
  model=llama-3.1-8b N=2 arm=direct real_lme_00072_08f4fc43 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(2172,291)
  model=llama-3.1-8b N=2 arm=direct real_lme_00072_08f4fc43 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(2172,291)
  model=llama-3.1-8b N=2 arm=direct real_lme_00073_89941a94 seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(2242,91)
  model=llama-3.1-8b N=2 arm=direct real_lme_00073_89941a94 seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(2242,91)
  model=llama-3.1-8b N=2 arm=direct real_lme_00073_89941a94 seed=2: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(2222,410)
  model=llama-3.1-8b N=2 arm=direct real_lme_00074_681a1674 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(2094,219)
  model=llama-3.1-8b N=2 arm=direct real_lme_00074_681a1674 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(2094,219)
  model=llama-3.1-8b N=2 arm=direct real_lme_00074_681a1674 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(2078,346)
--- [llama-3.1-8b][direct] N=2: rows written=180 errors=0 tokens_in=395627 tokens_out=52558 ---
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00000_gpt4_2ba83207 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5148,1063)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00000_gpt4_2ba83207 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5148,1063)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00000_gpt4_2ba83207 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4794,429)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00001_603deb26 seed=0: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(5598,1511)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00001_603deb26 seed=1: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(5598,1511)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00001_603deb26 seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(5418,1161)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00002_51c32626 seed=0: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4302,515)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00002_51c32626 seed=1: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4302,515)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00002_51c32626 seed=2: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(5153,1811)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00004_gpt4_2655b836 seed=0: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4663,1260)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00004_gpt4_2655b836 seed=1: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4663,1260)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00004_gpt4_2655b836 seed=2: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4361,381)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00005_2698e78f_abs seed=0: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(4470,751)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00005_2698e78f_abs seed=1: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(4470,751)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00005_2698e78f_abs seed=2: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(4863,1171)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00006_gpt4_1d80365e seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(5081,1343)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00006_gpt4_1d80365e seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(5081,1343)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00006_gpt4_1d80365e seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4816,905)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00007_5025383b seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4279,718)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00007_5025383b seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4279,718)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00007_5025383b seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4299,745)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00008_gpt4_cd90e484 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4374,551)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00008_gpt4_cd90e484 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4374,551)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00008_gpt4_cd90e484 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4426,741)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00009_c19f7a0b seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4802,744)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00009_c19f7a0b seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4802,744)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00009_c19f7a0b seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4852,813)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00010_0a34ad58 seed=0: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(5530,825)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00010_0a34ad58 seed=1: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(5530,825)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00010_0a34ad58 seed=2: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(5470,666)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00011_gpt4_65aabe59 seed=0: per_fault={'ctx': True, 'preamble': False} all_resolved=False n_resolved=1/2 tokens=(5002,741)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00011_gpt4_65aabe59 seed=1: per_fault={'ctx': True, 'preamble': False} all_resolved=False n_resolved=1/2 tokens=(5002,741)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00011_gpt4_65aabe59 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(5140,946)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00012_d6233ab6 seed=0: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(5715,1392)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00012_d6233ab6 seed=1: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(5715,1392)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00012_d6233ab6 seed=2: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(5387,921)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00014_gpt4_c27434e8_abs seed=0: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(5028,1521)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00014_gpt4_c27434e8_abs seed=1: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(5028,1521)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00014_gpt4_c27434e8_abs seed=2: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4384,405)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00016_f8c5f88b seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4803,763)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00016_f8c5f88b seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4803,763)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00016_f8c5f88b seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4803,655)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00018_gpt4_d31cdae3 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4806,411)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00018_gpt4_d31cdae3 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4806,411)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00018_gpt4_d31cdae3 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4820,380)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00019_gpt4_e414231f seed=0: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(5085,1113)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00019_gpt4_e414231f seed=1: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(5085,1113)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00019_gpt4_e414231f seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4945,848)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00021_e56a43b9 seed=0: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(5010,751)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00021_e56a43b9 seed=1: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(5010,751)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00021_e56a43b9 seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(5047,736)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00022_6cb6f249 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4144,361)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00022_6cb6f249 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4144,361)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00022_6cb6f249 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4278,489)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00023_e48988bc seed=0: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(3565,371)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00023_e48988bc seed=1: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(3565,371)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00023_e48988bc seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(3565,318)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00025_gpt4_4929293b seed=0: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4673,953)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00025_gpt4_4929293b seed=1: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4673,953)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00025_gpt4_4929293b seed=2: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(4332,489)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00027_21d02d0d seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4884,796)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00027_21d02d0d seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4884,796)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00027_21d02d0d seed=2: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(5471,1835)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00028_1f2b8d4f seed=0: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4649,689)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00028_1f2b8d4f seed=1: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4649,689)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00028_1f2b8d4f seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4649,610)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00029_a11281a2 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4519,516)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00029_a11281a2 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4519,516)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00029_a11281a2 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4528,505)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00030_1de5cff2 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4147,768)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00030_1de5cff2 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4147,768)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00030_1de5cff2 seed=2: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4140,794)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00031_8ebdbe50 seed=0: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4320,1172)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00031_8ebdbe50 seed=1: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4320,1172)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00031_8ebdbe50 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4310,892)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00032_22d2cb42 seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4589,793)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00032_22d2cb42 seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4589,793)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00032_22d2cb42 seed=2: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4562,698)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00033_gpt4_385a5000 seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(5209,1346)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00033_gpt4_385a5000 seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(5209,1346)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00033_gpt4_385a5000 seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4852,707)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00034_95bcc1c8 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4362,330)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00034_95bcc1c8 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4362,330)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00034_95bcc1c8 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4444,546)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00035_gpt4_2312f94c seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4616,914)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00035_gpt4_2312f94c seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4616,914)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00035_gpt4_2312f94c seed=2: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4521,810)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00036_gpt4_468eb063 seed=0: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(4586,781)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00036_gpt4_468eb063 seed=1: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(4586,781)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00036_gpt4_468eb063 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4784,1042)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00037_faba32e5 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4592,655)
  model=llama-3.1-8b N=2 arm=self_refine real_lme_00037_faba32e5 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4592,655)
