Building 60 2-fault-injected longmemeval_real examples (bench_seed=42, scan_limit=3000, model=qwen-2.5-7b provider=openrouter model_id=qwen/qwen-2.5-7b-instruct)...
  model=qwen-2.5-7b N=2 arm=direct real_lme_00064_gpt4_e061b84f seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2419,325)
  model=qwen-2.5-7b N=2 arm=direct real_lme_00066_8e91e7d9 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(2057,240)
  model=qwen-2.5-7b N=2 arm=direct real_lme_00066_8e91e7d9 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(2057,240)
  model=qwen-2.5-7b N=2 arm=direct real_lme_00066_8e91e7d9 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(2057,249)
  model=qwen-2.5-7b N=2 arm=direct real_lme_00067_41698283 seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(2298,387)
  model=qwen-2.5-7b N=2 arm=direct real_lme_00067_41698283 seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(2298,387)
  model=qwen-2.5-7b N=2 arm=direct real_lme_00067_41698283 seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(2298,371)
  model=qwen-2.5-7b N=2 arm=direct real_lme_00068_dad224aa seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2276,137)
  model=qwen-2.5-7b N=2 arm=direct real_lme_00068_dad224aa seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2276,137)
  model=qwen-2.5-7b N=2 arm=direct real_lme_00068_dad224aa seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2276,239)
  model=qwen-2.5-7b N=2 arm=direct real_lme_00069_gpt4_31ff4165 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(2418,220)
  model=qwen-2.5-7b N=2 arm=direct real_lme_00069_gpt4_31ff4165 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(2418,220)
  model=qwen-2.5-7b N=2 arm=direct real_lme_00069_gpt4_31ff4165 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(2418,208)
  model=qwen-2.5-7b N=2 arm=direct real_lme_00070_bc149d6b seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(2313,156)
  model=qwen-2.5-7b N=2 arm=direct real_lme_00070_bc149d6b seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(2313,156)
  model=qwen-2.5-7b N=2 arm=direct real_lme_00070_bc149d6b seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(2313,144)
  model=qwen-2.5-7b N=2 arm=direct real_lme_00071_51b23612 seed=0: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(2118,213)
  model=qwen-2.5-7b N=2 arm=direct real_lme_00071_51b23612 seed=1: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(2118,213)
  model=qwen-2.5-7b N=2 arm=direct real_lme_00071_51b23612 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(2118,282)
  model=qwen-2.5-7b N=2 arm=direct real_lme_00072_08f4fc43 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(2207,262)
  model=qwen-2.5-7b N=2 arm=direct real_lme_00072_08f4fc43 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(2207,262)
  model=qwen-2.5-7b N=2 arm=direct real_lme_00072_08f4fc43 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(2207,241)
  model=qwen-2.5-7b N=2 arm=direct real_lme_00073_89941a94 seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(2256,327)
  model=qwen-2.5-7b N=2 arm=direct real_lme_00073_89941a94 seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(2256,327)
  model=qwen-2.5-7b N=2 arm=direct real_lme_00073_89941a94 seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(2256,336)
  model=qwen-2.5-7b N=2 arm=direct real_lme_00074_681a1674 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(2124,261)
  model=qwen-2.5-7b N=2 arm=direct real_lme_00074_681a1674 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(2124,261)
  model=qwen-2.5-7b N=2 arm=direct real_lme_00074_681a1674 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(2124,281)
--- [qwen-2.5-7b][direct] N=2: rows written=180 errors=0 tokens_in=400500 tokens_out=42524 ---
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00000_gpt4_2ba83207 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5101,799)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00000_gpt4_2ba83207 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5101,799)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00000_gpt4_2ba83207 seed=2: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(5062,715)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00001_603deb26 seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(5291,792)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00001_603deb26 seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(5291,792)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00001_603deb26 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5280,659)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00002_51c32626 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4552,462)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00002_51c32626 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4552,462)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00002_51c32626 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4525,452)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00004_gpt4_2655b836 seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4492,450)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00004_gpt4_2655b836 seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4492,450)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00004_gpt4_2655b836 seed=2: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4473,400)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00005_2698e78f_abs seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4422,430)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00005_2698e78f_abs seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4422,430)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00005_2698e78f_abs seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4419,436)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00006_gpt4_1d80365e seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4763,525)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00006_gpt4_1d80365e seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4763,525)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00006_gpt4_1d80365e seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4737,491)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00007_5025383b seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4281,515)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00007_5025383b seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4281,515)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00007_5025383b seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4294,520)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00008_gpt4_cd90e484 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4609,679)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00008_gpt4_cd90e484 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4609,679)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00008_gpt4_cd90e484 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4517,520)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00009_c19f7a0b seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4722,427)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00009_c19f7a0b seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4722,427)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00009_c19f7a0b seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4740,470)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00010_0a34ad58 seed=0: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(5891,1373)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00010_0a34ad58 seed=1: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(5891,1373)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00010_0a34ad58 seed=2: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(5891,1060)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00011_gpt4_65aabe59 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(5200,906)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00011_gpt4_65aabe59 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(5200,906)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00011_gpt4_65aabe59 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(5148,767)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00012_d6233ab6 seed=0: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(5474,749)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00012_d6233ab6 seed=1: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(5474,749)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00012_d6233ab6 seed=2: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(5505,800)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00014_gpt4_c27434e8_abs seed=0: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4796,882)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00014_gpt4_c27434e8_abs seed=1: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4796,882)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00014_gpt4_c27434e8_abs seed=2: per_fault={'ctx': False, 'bullets': True} all_resolved=False n_resolved=1/2 tokens=(4830,1040)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00016_f8c5f88b seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4932,727)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00016_f8c5f88b seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4932,727)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00016_f8c5f88b seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4991,832)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00018_gpt4_d31cdae3 seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(5064,658)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00018_gpt4_d31cdae3 seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(5064,658)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00018_gpt4_d31cdae3 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(5065,661)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00019_gpt4_e414231f seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4794,376)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00019_gpt4_e414231f seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4794,376)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00019_gpt4_e414231f seed=2: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(4861,521)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00021_e56a43b9 seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4903,427)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00021_e56a43b9 seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4903,427)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00021_e56a43b9 seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4925,463)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00022_6cb6f249 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4433,654)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00022_6cb6f249 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4433,654)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00022_6cb6f249 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4432,638)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00023_e48988bc seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(3845,770)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00023_e48988bc seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(3845,770)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00023_e48988bc seed=2: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(3855,759)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00025_gpt4_4929293b seed=0: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4449,383)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00025_gpt4_4929293b seed=1: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4449,383)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00025_gpt4_4929293b seed=2: per_fault={'ctx': False, 'concise': False} all_resolved=False n_resolved=0/2 tokens=(4475,488)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00027_21d02d0d seed=0: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4681,282)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00027_21d02d0d seed=1: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4681,282)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00027_21d02d0d seed=2: per_fault={'ctx': True, 'concise': False} all_resolved=False n_resolved=1/2 tokens=(4765,572)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00028_1f2b8d4f seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4644,444)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00028_1f2b8d4f seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4644,444)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00028_1f2b8d4f seed=2: per_fault={'ctx': False, 'concise': True} all_resolved=False n_resolved=1/2 tokens=(4715,562)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00029_a11281a2 seed=0: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4876,752)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00029_a11281a2 seed=1: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4876,752)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00029_a11281a2 seed=2: per_fault={'ctx': True, 'bullets': True} all_resolved=True n_resolved=2/2 tokens=(4897,796)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00030_1de5cff2 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4139,620)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00030_1de5cff2 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4139,620)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00030_1de5cff2 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4138,682)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00031_8ebdbe50 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4143,537)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00031_8ebdbe50 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4143,537)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00031_8ebdbe50 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4143,537)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00032_22d2cb42 seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4466,461)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00032_22d2cb42 seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4466,461)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00032_22d2cb42 seed=2: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4477,489)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00033_gpt4_385a5000 seed=0: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4822,561)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00033_gpt4_385a5000 seed=1: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4822,561)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00033_gpt4_385a5000 seed=2: per_fault={'ctx': False, 'english': True} all_resolved=False n_resolved=1/2 tokens=(4758,453)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00034_95bcc1c8 seed=0: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4547,532)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00034_95bcc1c8 seed=1: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4547,532)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00034_95bcc1c8 seed=2: per_fault={'ctx': True, 'preamble': True} all_resolved=True n_resolved=2/2 tokens=(4549,495)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00035_gpt4_2312f94c seed=0: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4527,479)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00035_gpt4_2312f94c seed=1: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4527,479)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00035_gpt4_2312f94c seed=2: per_fault={'ctx': True, 'english': True} all_resolved=True n_resolved=2/2 tokens=(4694,776)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00036_gpt4_468eb063 seed=0: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(4480,421)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00036_gpt4_468eb063 seed=1: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(4480,421)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00036_gpt4_468eb063 seed=2: per_fault={'ctx': False, 'preamble': True} all_resolved=False n_resolved=1/2 tokens=(4540,406)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00037_faba32e5 seed=0: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4678,671)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00037_faba32e5 seed=1: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4678,671)
  model=qwen-2.5-7b N=2 arm=self_refine real_lme_00037_faba32e5 seed=2: per_fault={'ctx': True, 'concise': True} all_resolved=True n_resolved=2/2 tokens=(4595,552)
