Building 60 4-fault (3 hop + 1 profile) musique_real hop examples (bench_seed=42, scan_limit=760)...
Built 60 examples. seeds=[0, 1, 2], model=llama-3.1-8b, arms=['direct', 'self_refine', 'full_regen', 'react', 'selfcheckgpt', 'reflexion', 'intro_specter']
  N=4 real_musique_hop_00001_3hop1__145290_443779_52195 seed=0 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': False} all_resolved=False n_resolved=1/4 tokens=(1721,450)
  N=4 real_musique_hop_00008_3hop1__103662_443779_52195 seed=0 arm=self_refine: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(4407,1056)
  N=4 real_musique_hop_00008_3hop1__103662_443779_52195 seed=0 arm=full_regen: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(3942,769)
  N=4 real_musique_hop_00008_3hop1__103662_443779_52195 seed=0 arm=react: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(4015,1431)
  N=4 real_musique_hop_00008_3hop1__103662_443779_52195 seed=0 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(11598,500)
  N=4 real_musique_hop_00008_3hop1__103662_443779_52195 seed=0 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(1971,363)
  N=4 real_musique_hop_00008_3hop1__103662_443779_52195 seed=0 arm=intro_specter: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(4561,895)
  N=4 real_musique_hop_00008_3hop1__103662_443779_52195 seed=1 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(1971,363)
  N=4 real_musique_hop_00008_3hop1__103662_443779_52195 seed=1 arm=self_refine: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(4407,1056)
  N=4 real_musique_hop_00008_3hop1__103662_443779_52195 seed=1 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(3962,786)
  N=4 real_musique_hop_00008_3hop1__103662_443779_52195 seed=1 arm=react: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(4015,1431)
  N=4 real_musique_hop_00008_3hop1__103662_443779_52195 seed=1 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(11581,572)
  N=4 real_musique_hop_00008_3hop1__103662_443779_52195 seed=1 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(1971,363)
  N=4 real_musique_hop_00008_3hop1__103662_443779_52195 seed=1 arm=intro_specter: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(4561,895)
  N=4 real_musique_hop_00008_3hop1__103662_443779_52195 seed=2 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(1991,551)
  N=4 real_musique_hop_00008_3hop1__103662_443779_52195 seed=2 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(4636,1372)
  N=4 real_musique_hop_00008_3hop1__103662_443779_52195 seed=2 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(3982,1003)
  N=4 real_musique_hop_00008_3hop1__103662_443779_52195 seed=2 arm=react: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(4015,1170)
  N=4 real_musique_hop_00008_3hop1__103662_443779_52195 seed=2 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(11555,709)
  N=4 real_musique_hop_00008_3hop1__103662_443779_52195 seed=2 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(1991,551)
  N=4 real_musique_hop_00008_3hop1__103662_443779_52195 seed=2 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(4826,850)
  N=4 real_musique_hop_00009_3hop1__144439_443779_52195 seed=0 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(1825,124)
  N=4 real_musique_hop_00009_3hop1__144439_443779_52195 seed=0 arm=self_refine: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(3737,298)
  N=4 real_musique_hop_00009_3hop1__144439_443779_52195 seed=0 arm=full_regen: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(3614,388)
  N=4 real_musique_hop_00009_3hop1__144439_443779_52195 seed=0 arm=react: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(3687,1076)
  N=4 real_musique_hop_00009_3hop1__144439_443779_52195 seed=0 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(10494,252)
  N=4 real_musique_hop_00009_3hop1__144439_443779_52195 seed=0 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(1825,124)
  N=4 real_musique_hop_00009_3hop1__144439_443779_52195 seed=0 arm=intro_specter: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(3891,560)
  N=4 real_musique_hop_00009_3hop1__144439_443779_52195 seed=1 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(1825,124)
  N=4 real_musique_hop_00009_3hop1__144439_443779_52195 seed=1 arm=self_refine: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(3737,298)
  N=4 real_musique_hop_00009_3hop1__144439_443779_52195 seed=1 arm=full_regen: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(3614,460)
  N=4 real_musique_hop_00009_3hop1__144439_443779_52195 seed=1 arm=react: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(3687,1076)
  N=4 real_musique_hop_00009_3hop1__144439_443779_52195 seed=1 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(10546,310)
  N=4 real_musique_hop_00009_3hop1__144439_443779_52195 seed=1 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(1825,124)
  N=4 real_musique_hop_00009_3hop1__144439_443779_52195 seed=1 arm=intro_specter: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(3891,560)
  N=4 real_musique_hop_00009_3hop1__144439_443779_52195 seed=2 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(1809,129)
  N=4 real_musique_hop_00009_3hop1__144439_443779_52195 seed=2 arm=self_refine: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(3745,339)
  N=4 real_musique_hop_00009_3hop1__144439_443779_52195 seed=2 arm=full_regen: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(3598,399)
  N=4 real_musique_hop_00009_3hop1__144439_443779_52195 seed=2 arm=react: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(3651,522)
  N=4 real_musique_hop_00009_3hop1__144439_443779_52195 seed=2 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(10606,364)
  N=4 real_musique_hop_00009_3hop1__144439_443779_52195 seed=2 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(1809,129)
  N=4 real_musique_hop_00009_3hop1__144439_443779_52195 seed=2 arm=intro_specter: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(3899,355)
  N=4 real_musique_hop_00010_3hop1__103440_443779_52195 seed=0 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(1661,267)
  N=4 real_musique_hop_00010_3hop1__103440_443779_52195 seed=0 arm=self_refine: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': False} all_resolved=False n_resolved=2/4 tokens=(3691,790)
  N=4 real_musique_hop_00010_3hop1__103440_443779_52195 seed=0 arm=full_regen: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(3322,624)
  N=4 real_musique_hop_00010_3hop1__103440_443779_52195 seed=0 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3395,1148)
  N=4 real_musique_hop_00010_3hop1__103440_443779_52195 seed=0 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(11362,478)
  N=4 real_musique_hop_00010_3hop1__103440_443779_52195 seed=0 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(1661,267)
  N=4 real_musique_hop_00010_3hop1__103440_443779_52195 seed=0 arm=intro_specter: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(3825,765)
  N=4 real_musique_hop_00010_3hop1__103440_443779_52195 seed=1 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(1661,267)
  N=4 real_musique_hop_00010_3hop1__103440_443779_52195 seed=1 arm=self_refine: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': False} all_resolved=False n_resolved=2/4 tokens=(3691,790)
  N=4 real_musique_hop_00010_3hop1__103440_443779_52195 seed=1 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3342,1228)
  N=4 real_musique_hop_00010_3hop1__103440_443779_52195 seed=1 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3395,1148)
  N=4 real_musique_hop_00010_3hop1__103440_443779_52195 seed=1 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(9656,388)
  N=4 real_musique_hop_00010_3hop1__103440_443779_52195 seed=1 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(1661,267)
  N=4 real_musique_hop_00010_3hop1__103440_443779_52195 seed=1 arm=intro_specter: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(3825,765)
  N=4 real_musique_hop_00010_3hop1__103440_443779_52195 seed=2 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(1661,265)
  N=4 real_musique_hop_00010_3hop1__103440_443779_52195 seed=2 arm=self_refine: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(3689,766)
  N=4 real_musique_hop_00010_3hop1__103440_443779_52195 seed=2 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3342,907)
  N=4 real_musique_hop_00010_3hop1__103440_443779_52195 seed=2 arm=react: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(3375,592)
  N=4 real_musique_hop_00010_3hop1__103440_443779_52195 seed=2 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(9813,511)
  N=4 real_musique_hop_00010_3hop1__103440_443779_52195 seed=2 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(1661,265)
  N=4 real_musique_hop_00010_3hop1__103440_443779_52195 seed=2 arm=intro_specter: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(3823,830)
  N=4 real_musique_hop_00011_3hop1__145411_443779_52195 seed=0 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(1731,346)
  N=4 real_musique_hop_00011_3hop1__145411_443779_52195 seed=0 arm=self_refine: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(3926,902)
  N=4 real_musique_hop_00011_3hop1__145411_443779_52195 seed=0 arm=full_regen: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(3482,720)
  N=4 real_musique_hop_00011_3hop1__145411_443779_52195 seed=0 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(3535,1390)
  N=4 real_musique_hop_00011_3hop1__145411_443779_52195 seed=0 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(10224,569)
  N=4 real_musique_hop_00011_3hop1__145411_443779_52195 seed=0 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(1731,346)
  N=4 real_musique_hop_00011_3hop1__145411_443779_52195 seed=0 arm=intro_specter: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(4044,860)
  N=4 real_musique_hop_00011_3hop1__145411_443779_52195 seed=1 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(1731,346)
  N=4 real_musique_hop_00011_3hop1__145411_443779_52195 seed=1 arm=self_refine: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(3926,902)
  N=4 real_musique_hop_00011_3hop1__145411_443779_52195 seed=1 arm=full_regen: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(3462,1751)
  N=4 real_musique_hop_00011_3hop1__145411_443779_52195 seed=1 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(3535,1390)
  N=4 real_musique_hop_00011_3hop1__145411_443779_52195 seed=1 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(11900,686)
  N=4 real_musique_hop_00011_3hop1__145411_443779_52195 seed=1 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(1731,346)
  N=4 real_musique_hop_00011_3hop1__145411_443779_52195 seed=1 arm=intro_specter: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(4044,860)
  N=4 real_musique_hop_00011_3hop1__145411_443779_52195 seed=2 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(1751,331)
  N=4 real_musique_hop_00011_3hop1__145411_443779_52195 seed=2 arm=self_refine: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(3895,915)
  N=4 real_musique_hop_00011_3hop1__145411_443779_52195 seed=2 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(3502,888)
  N=4 real_musique_hop_00011_3hop1__145411_443779_52195 seed=2 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(3555,1239)
  N=4 real_musique_hop_00011_3hop1__145411_443779_52195 seed=2 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(10193,541)
  N=4 real_musique_hop_00011_3hop1__145411_443779_52195 seed=2 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(1751,331)
  N=4 real_musique_hop_00011_3hop1__145411_443779_52195 seed=2 arm=intro_specter: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=2/4 tokens=(4069,761)
  N=4 real_musique_hop_00012_3hop1__106313_443779_52195 seed=0 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(1931,386)
  N=4 real_musique_hop_00012_3hop1__106313_443779_52195 seed=0 arm=self_refine: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(4330,1009)
  N=4 real_musique_hop_00012_3hop1__106313_443779_52195 seed=0 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3862,995)
  N=4 real_musique_hop_00012_3hop1__106313_443779_52195 seed=0 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3951,1332)
  N=4 real_musique_hop_00012_3hop1__106313_443779_52195 seed=0 arm=selfcheckgpt: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(13360,777)
  N=4 real_musique_hop_00012_3hop1__106313_443779_52195 seed=0 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(1931,386)
  N=4 real_musique_hop_00012_3hop1__106313_443779_52195 seed=0 arm=intro_specter: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(4520,811)
  N=4 real_musique_hop_00012_3hop1__106313_443779_52195 seed=1 arm=direct: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(1931,386)
  N=4 real_musique_hop_00012_3hop1__106313_443779_52195 seed=1 arm=self_refine: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(4330,1009)
  N=4 real_musique_hop_00012_3hop1__106313_443779_52195 seed=1 arm=full_regen: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(3882,1228)
  N=4 real_musique_hop_00012_3hop1__106313_443779_52195 seed=1 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3951,1332)
  N=4 real_musique_hop_00012_3hop1__106313_443779_52195 seed=1 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(13381,825)
  N=4 real_musique_hop_00012_3hop1__106313_443779_52195 seed=1 arm=reflexion: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(1931,386)
