Building 60 4-fault (3 hop + 1 profile) musique_real hop examples (bench_seed=42, scan_limit=760)...
Built 60 examples. seeds=[0, 1, 2], model=llama-3.3-70b, arms=['direct', 'self_refine', 'full_regen', 'react', 'selfcheckgpt', 'reflexion', 'intro_specter']
  N=4 real_musique_hop_00001_3hop1__145290_443779_52195 seed=0 arm=direct: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(1705,356)
  N=4 real_musique_hop_00008_3hop1__103662_443779_52195 seed=0 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(4436,1021)
  N=4 real_musique_hop_00008_3hop1__103662_443779_52195 seed=0 arm=full_regen: per_fault={'hop0': False, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(3982,627)
  N=4 real_musique_hop_00008_3hop1__103662_443779_52195 seed=0 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(4035,945)
  N=4 real_musique_hop_00008_3hop1__103662_443779_52195 seed=0 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(11584,449)
  N=4 real_musique_hop_00008_3hop1__103662_443779_52195 seed=0 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(1991,351)
  N=4 real_musique_hop_00008_3hop1__103662_443779_52195 seed=0 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(4590,649)
  N=4 real_musique_hop_00008_3hop1__103662_443779_52195 seed=1 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(1991,364)
  N=4 real_musique_hop_00008_3hop1__103662_443779_52195 seed=1 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(4449,1064)
  N=4 real_musique_hop_00008_3hop1__103662_443779_52195 seed=1 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(3982,723)
  N=4 real_musique_hop_00008_3hop1__103662_443779_52195 seed=1 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(4035,1002)
  N=4 real_musique_hop_00008_3hop1__103662_443779_52195 seed=1 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(11584,465)
  N=4 real_musique_hop_00008_3hop1__103662_443779_52195 seed=1 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(1991,364)
  N=4 real_musique_hop_00008_3hop1__103662_443779_52195 seed=1 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(4603,725)
  N=4 real_musique_hop_00008_3hop1__103662_443779_52195 seed=2 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(1991,357)
  N=4 real_musique_hop_00008_3hop1__103662_443779_52195 seed=2 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(4442,1017)
  N=4 real_musique_hop_00008_3hop1__103662_443779_52195 seed=2 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(3982,964)
  N=4 real_musique_hop_00008_3hop1__103662_443779_52195 seed=2 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(4035,1076)
  N=4 real_musique_hop_00008_3hop1__103662_443779_52195 seed=2 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(11584,458)
  N=4 real_musique_hop_00008_3hop1__103662_443779_52195 seed=2 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(1991,357)
  N=4 real_musique_hop_00008_3hop1__103662_443779_52195 seed=2 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(4596,724)
  N=4 real_musique_hop_00009_3hop1__144439_443779_52195 seed=0 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(1809,274)
  N=4 real_musique_hop_00009_3hop1__144439_443779_52195 seed=0 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(4009,596)
  N=4 real_musique_hop_00009_3hop1__144439_443779_52195 seed=0 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(3618,778)
  N=4 real_musique_hop_00009_3hop1__144439_443779_52195 seed=0 arm=react: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(3671,920)
  N=4 real_musique_hop_00009_3hop1__144439_443779_52195 seed=0 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(10492,372)
  N=4 real_musique_hop_00009_3hop1__144439_443779_52195 seed=0 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(1809,274)
  N=4 real_musique_hop_00009_3hop1__144439_443779_52195 seed=0 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(4163,536)
  N=4 real_musique_hop_00009_3hop1__144439_443779_52195 seed=1 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(1809,317)
  N=4 real_musique_hop_00009_3hop1__144439_443779_52195 seed=1 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(4052,763)
  N=4 real_musique_hop_00009_3hop1__144439_443779_52195 seed=1 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(3618,665)
  N=4 real_musique_hop_00009_3hop1__144439_443779_52195 seed=1 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(3671,831)
  N=4 real_musique_hop_00009_3hop1__144439_443779_52195 seed=1 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(10492,418)
  N=4 real_musique_hop_00009_3hop1__144439_443779_52195 seed=1 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(1809,317)
  N=4 real_musique_hop_00009_3hop1__144439_443779_52195 seed=1 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(4206,634)
  N=4 real_musique_hop_00009_3hop1__144439_443779_52195 seed=2 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(1809,312)
  N=4 real_musique_hop_00009_3hop1__144439_443779_52195 seed=2 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(4047,708)
  N=4 real_musique_hop_00009_3hop1__144439_443779_52195 seed=2 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(3618,806)
  N=4 real_musique_hop_00009_3hop1__144439_443779_52195 seed=2 arm=react: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(3671,957)
  N=4 real_musique_hop_00009_3hop1__144439_443779_52195 seed=2 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(10492,413)
  N=4 real_musique_hop_00009_3hop1__144439_443779_52195 seed=2 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(1809,312)
  N=4 real_musique_hop_00009_3hop1__144439_443779_52195 seed=2 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(4201,572)
  N=4 real_musique_hop_00010_3hop1__103440_443779_52195 seed=0 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(1681,533)
  N=4 real_musique_hop_00010_3hop1__103440_443779_52195 seed=0 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(4152,857)
  N=4 real_musique_hop_00010_3hop1__103440_443779_52195 seed=0 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3362,824)
  N=4 real_musique_hop_00010_3hop1__103440_443779_52195 seed=0 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3415,1130)
  N=4 real_musique_hop_00010_3hop1__103440_443779_52195 seed=0 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(11449,790)
  N=4 real_musique_hop_00010_3hop1__103440_443779_52195 seed=0 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(1681,533)
  N=4 real_musique_hop_00010_3hop1__103440_443779_52195 seed=0 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(4306,790)
  N=4 real_musique_hop_00010_3hop1__103440_443779_52195 seed=1 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(1681,505)
  N=4 real_musique_hop_00010_3hop1__103440_443779_52195 seed=1 arm=self_refine: per_fault={'hop0': False, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=2/4 tokens=(4096,711)
  N=4 real_musique_hop_00010_3hop1__103440_443779_52195 seed=1 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3362,1015)
  N=4 real_musique_hop_00010_3hop1__103440_443779_52195 seed=1 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3415,1150)
  N=4 real_musique_hop_00010_3hop1__103440_443779_52195 seed=1 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(11464,780)
  N=4 real_musique_hop_00010_3hop1__103440_443779_52195 seed=1 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(1681,505)
  N=4 real_musique_hop_00010_3hop1__103440_443779_52195 seed=1 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(4250,769)
  N=4 real_musique_hop_00010_3hop1__103440_443779_52195 seed=2 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(1681,503)
  N=4 real_musique_hop_00010_3hop1__103440_443779_52195 seed=2 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(4094,907)
  N=4 real_musique_hop_00010_3hop1__103440_443779_52195 seed=2 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3362,814)
  N=4 real_musique_hop_00010_3hop1__103440_443779_52195 seed=2 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3415,1126)
  N=4 real_musique_hop_00010_3hop1__103440_443779_52195 seed=2 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(11442,741)
  N=4 real_musique_hop_00010_3hop1__103440_443779_52195 seed=2 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(1681,503)
  N=4 real_musique_hop_00010_3hop1__103440_443779_52195 seed=2 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(4248,864)
  N=4 real_musique_hop_00011_3hop1__145411_443779_52195 seed=0 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(1751,348)
  N=4 real_musique_hop_00011_3hop1__145411_443779_52195 seed=0 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(3932,1012)
  N=4 real_musique_hop_00011_3hop1__145411_443779_52195 seed=0 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(3502,700)
  N=4 real_musique_hop_00011_3hop1__145411_443779_52195 seed=0 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(3555,903)
  N=4 real_musique_hop_00011_3hop1__145411_443779_52195 seed=0 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(10144,449)
  N=4 real_musique_hop_00011_3hop1__145411_443779_52195 seed=0 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(1751,348)
  N=4 real_musique_hop_00011_3hop1__145411_443779_52195 seed=0 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(4086,718)
  N=4 real_musique_hop_00011_3hop1__145411_443779_52195 seed=1 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(1751,372)
  N=4 real_musique_hop_00011_3hop1__145411_443779_52195 seed=1 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(4046,1161)
  N=4 real_musique_hop_00011_3hop1__145411_443779_52195 seed=1 arm=full_regen: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'bullets': True} all_resolved=False n_resolved=3/4 tokens=(3502,679)
  N=4 real_musique_hop_00011_3hop1__145411_443779_52195 seed=1 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(3555,929)
  N=4 real_musique_hop_00011_3hop1__145411_443779_52195 seed=1 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(10144,473)
  N=4 real_musique_hop_00011_3hop1__145411_443779_52195 seed=1 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(1751,372)
  N=4 real_musique_hop_00011_3hop1__145411_443779_52195 seed=1 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(4200,917)
  N=4 real_musique_hop_00011_3hop1__145411_443779_52195 seed=2 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(1751,462)
  N=4 real_musique_hop_00011_3hop1__145411_443779_52195 seed=2 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(4193,1461)
  N=4 real_musique_hop_00011_3hop1__145411_443779_52195 seed=2 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(3502,781)
  N=4 real_musique_hop_00011_3hop1__145411_443779_52195 seed=2 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(3555,1064)
  N=4 real_musique_hop_00011_3hop1__145411_443779_52195 seed=2 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(10144,563)
  N=4 real_musique_hop_00011_3hop1__145411_443779_52195 seed=2 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(1751,462)
  N=4 real_musique_hop_00011_3hop1__145411_443779_52195 seed=2 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'bullets': True} all_resolved=True n_resolved=4/4 tokens=(4347,1002)
  N=4 real_musique_hop_00012_3hop1__106313_443779_52195 seed=0 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(1951,438)
  N=4 real_musique_hop_00012_3hop1__106313_443779_52195 seed=0 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(4464,1329)
  N=4 real_musique_hop_00012_3hop1__106313_443779_52195 seed=0 arm=full_regen: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3902,858)
  N=4 real_musique_hop_00012_3hop1__106313_443779_52195 seed=0 arm=react: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(3955,943)
  N=4 real_musique_hop_00012_3hop1__106313_443779_52195 seed=0 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(11475,683)
  N=4 real_musique_hop_00012_3hop1__106313_443779_52195 seed=0 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(1951,438)
  N=4 real_musique_hop_00012_3hop1__106313_443779_52195 seed=0 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(4618,969)
  N=4 real_musique_hop_00012_3hop1__106313_443779_52195 seed=1 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(1951,433)
  N=4 real_musique_hop_00012_3hop1__106313_443779_52195 seed=1 arm=self_refine: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(4438,1294)
  N=4 real_musique_hop_00012_3hop1__106313_443779_52195 seed=1 arm=full_regen: per_fault={'hop0': True, 'hop1': False, 'hop2': True, 'concise': True} all_resolved=False n_resolved=3/4 tokens=(3902,1026)
  N=4 real_musique_hop_00012_3hop1__106313_443779_52195 seed=1 arm=react: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(3955,1007)
  N=4 real_musique_hop_00012_3hop1__106313_443779_52195 seed=1 arm=selfcheckgpt: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(11475,691)
  N=4 real_musique_hop_00012_3hop1__106313_443779_52195 seed=1 arm=reflexion: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(1951,433)
  N=4 real_musique_hop_00012_3hop1__106313_443779_52195 seed=1 arm=intro_specter: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(4592,790)
  N=4 real_musique_hop_00012_3hop1__106313_443779_52195 seed=2 arm=direct: per_fault={'hop0': True, 'hop1': True, 'hop2': True, 'concise': True} all_resolved=True n_resolved=4/4 tokens=(1951,543)
